iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
27,90.0,281.2038333995926,20.0,1.0,0.72,Global
28,0.0,183.14376615602004,20.0,1.0,1.57,Global
29,90.0,45.198517184237915,1.0,1.5,0.04,Global
30,0.0,240.05352902064467,1.0,1.0,0.95,Global
31,21.499955,177.7080271437912,17.8500095,1.12499975,2.35,Enhanced Energy Harvesting Setup
32,30.37822329070854,194.01671079419194,19.48702906522173,1.2733900535973497,2.54,Optimized Solar Panel Configuration
33,59.29394834955652,160.21477685230153,20.0,1.0,3.23,Global
34,90.0,142.81954252813276,1.0,1.0,1.55,Global
35,36.13858476323629,306.33384388067464,1.0,1.5,0.34,Global
36,61.04521921769926,173.5015616275663,20.0,1.0,3.36,Global
37,90.0,205.01843525131767,20.0,1.0,2.85,Global
38,21.499955,156.7709446400472,12.1499905,1.27500025,1.94,Enhanced Energy Harvesting Setup
39,52.600045,168.95032226768691,13.339990499999999,1.42999975,2.53,Optimal Solar Harvesting Configuration
40,57.87566388550906,185.59603589546217,20.0,1.0,3.34,Global
41,71.36847498792976,155.85151804824977,20.0,1.0,3.14,Global
42,57.19184007918449,137.0791954862038,20.0,1.0,2.74,Global
43,0.0,38.49610823796432,1.0,1.5,0.95,Global
44,68.27160321766333,188.54741395866898,20.0,1.0,3.35,Global
45,52.600045,192.40453760407956,18.6600095,1.42999975,2.77,Optimal Solar Harvesting Configuration
46,33.207890883576304,191.63382194390962,13.339990499999999,1.42999975,2.26,Optimal Solar Harvesting Configuration
47,61.88545499588033,181.43180770381943,20.0,1.0,3.37,Global
48,0.0,110.93533003268928,1.0,1.0,0.95,Global
49,44.38420114971467,87.53996080132885,20.0,1.0,1.39,Global
50,78.53445307061001,195.9639540252847,20.0,1.0,3.2,Global
51,90.0,0.0,20.0,1.0,0.03,Global
52,52.600045,206.39525277655233,18.6600095,1.5,2.57,Optimal Solar Harvesting Configuration
53,52.600045,186.40211206778264,13.339990499999999,1.5,2.52,Optimal Solar Harvesting Configuration
54,62.07187356999199,233.1787612094223,20.0,1.0,2.41,Global
55,90.0,151.02900217912685,20.0,1.0,2.77,Global
56,63.83518044763348,166.7173498578946,20.0,1.0,3.32,Global
57,0.0,0.0,20.0,1.0,1.57,Global
58,66.17209681568075,174.1045810809404,20.0,1.0,3.37,Global
59,52.600045,197.94297073887267,13.339990499999999,1.42999975,2.47,Optimal Solar Harvesting Configuration
60,46.161002642214406,191.3674246241151,18.6600095,1.5,2.67,Optimal Solar Harvesting Configuration
61,50.6374094509318,224.64425099520574,1.0,1.0,1.62,Global
62,64.24427695968588,185.68794912399682,20.0,1.0,3.37,Global
63,50.27695176146086,167.1714486889003,20.0,1.0,3.23,Global
64,68.97527710834193,184.77602949881222,20.0,1.0,3.37,Global
65,64.8250557355774,177.70352950901082,20.0,1.5,2.9,Global
66,40.92517128764602,174.4891160123636,18.6600095,1.42999975,2.66,Optimal Solar Harvesting Configuration
67,27.399955,171.91939867653596,18.6600095,1.42999975,2.36,Optimal Solar Harvesting Configuration
68,63.162617925722444,147.55498328598014,7.354785183780377,1.0,2.19,Global
69,75.46789174497553,196.6507523884792,6.902593150537685,1.0,2.33,Global
70,40.800003500176196,360.0,20.0,1.0,0.0,Global
71,54.058198697059105,260.84270048101865,20.0,1.0,1.65,Global
72,90.0,319.14113702463044,1.0,1.0,0.02,Global
73,26.669370310033948,172.32760336192536,19.369522700505044,1.4308612068543405,2.37,Maximized Solar Panel Efficiency
74,13.749955000000002,178.3213371314206,17.17195797188248,1.46250025,1.86,Maximized Solar Panel Efficiency
75,59.238652837909456,117.88067313858595,1.0,1.0,1.34,Global
76,0.0,322.5904584862049,20.0,1.5,1.35,Global
77,74.46718423160765,215.93152065613907,20.0,1.0,2.81,Global
78,84.98899687791358,238.32018223109765,20.0,1.5,1.73,Global
79,41.92282255119753,56.04456879483595,1.0,1.5,0.33,Global
80,31.958577913094185,178.77754788701276,20.0,1.3374997499999999,2.6,Maximized Solar Panel Efficiency
81,36.250045,185.8541429198498,20.0,1.46250025,2.61,Maximized Solar Panel Efficiency
82,0.0,204.74739914600502,1.0,1.0,0.95,Global
83,28.343751483746466,265.90580966859426,1.0,1.5,0.97,Global
84,0.0,147.6383637252135,1.0,1.0,0.95,Global
85,81.04014948239279,159.47813346518805,11.626802157297327,1.0,2.56,Global
86,55.692247917946055,149.36325734278765,20.0,1.0,3.02,Global
87,39.000045,216.00018,18.0999905,1.3500002500000001,2.35,Optimized Solar Panel Configuration
88,36.250045,235.00018,15.624990500000001,1.3374997499999999,1.92,Maximized Solar Panel Efficiency
89,64.28351830914461,287.96186467433535,5.190895391543451,1.3428455495851814,0.49,Global
90,76.25978121555107,82.62801491590034,1.0,1.5,0.58,Global
91,90.0,127.58328916250481,20.0,1.5,1.82,Global
92,90.0,192.64930586454264,7.8844293773628165,1.0,2.29,Global
93,70.31703470019039,248.29517542327048,1.0,1.0,1.15,Global
94,30.426136393655803,187.25573259333635,15.624990500000001,1.3374997499999999,2.35,Maximized Solar Panel Efficiency
95,36.250045,175.43303465746433,20.0,1.46250025,2.62,Maximized Solar Panel Efficiency
96,0.0,300.90678749844477,1.0,1.0,0.95,Global
97,22.429923991639726,105.1256455644897,20.0,1.5,1.56,Global
98,66.16191987587939,146.13172842606488,20.0,1.0,2.94,Global
99,60.56074392217565,218.8523535766692,20.0,1.0,2.81,Global
100,40.61545494977449,140.51140825366764,1.0,1.0,1.64,Global
101,13.749955000000002,235.00018,20.0,1.46250025,1.69,Maximized Solar Panel Efficiency
102,50.66370920069674,179.10302594709447,18.6600095,1.42999975,2.8,Optimal Solar Harvesting Configuration
103,70.24237693635283,173.30308427900786,13.634354896266684,1.0,2.91,Global
104,68.1053273195273,124.48313483431913,20.0,1.0,2.33,Global
105,57.90091040284747,326.5393600727197,20.0,1.5,0.0,Global
