iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
67,46.750045,227.00018,16.5749905,1.36249975,2.16,High Capacity Solar Angle Setup
68,25.522170400494897,124.75908216965703,20.0,1.0,2.2,Global
69,90.0,360.0,1.0,1.0,0.02,Global
70,25.825682874742935,248.18478898380522,20.0,1.0,1.96,Global
71,0.0,191.55032836578948,1.0,1.0,0.95,Global
72,90.0,139.96075719031663,1.0,1.0,1.5,Global
73,46.750045,172.99982,19.4250095,1.36249975,2.83,High Capacity Solar Angle Setup
74,33.249955,172.99982,19.4250095,1.36249975,2.58,High Capacity Solar Angle Setup
75,50.90255367848758,72.43923237201892,20.0,1.0,0.89,Global
76,34.01359939858411,258.1431511060313,1.0,1.5,1.08,Global
77,59.197558392569505,147.12460932111216,20.0,1.0,2.98,Global
78,0.0,37.838738150247735,20.0,1.5,1.35,Global
79,90.0,189.76423568593486,1.0,1.0,1.89,Global
80,46.750045,178.76470643607857,16.5749905,1.36249975,2.7,High Capacity Solar Angle Setup
81,43.25919797797152,172.99982,19.4250095,1.36249975,2.78,High Capacity Solar Angle Setup
82,70.1760388873465,187.94629845787924,20.0,1.0,3.35,Global
83,34.74002025505515,103.98615480131143,1.0,1.0,1.12,Global
84,0.0,130.90086492372765,20.0,1.5,1.35,Global
85,37.95909488347252,186.22768276961344,1.0,1.0,1.86,Global
86,90.0,155.26141508231487,20.0,1.0,2.88,Global
87,46.750045,172.99982,16.5749905,1.4375002499999998,2.64,High Capacity Solar Angle Setup
88,33.249955,214.00159266777084,19.4250095,1.4375002499999998,2.3,High Capacity Solar Angle Setup
89,76.98200176123005,160.91907711507307,20.0,1.0,3.18,Global
90,65.75179283926137,167.0935090905675,20.0,1.0,3.32,Global
91,77.36629497412872,191.72154054816468,20.0,1.0,3.27,Global
92,56.61081700705165,161.9494407469738,20.0,1.0,3.24,Global
93,26.018910540089045,360.0,1.0,1.0,0.07,Global
94,46.750045,183.68007684806776,19.4250095,1.36249975,2.84,High Capacity Solar Angle Setup
95,46.750045,178.03887514962238,19.4250095,1.4375002499999998,2.79,High Capacity Solar Angle Setup
96,64.01078097765978,174.72674138590875,20.0,1.0,3.37,Global
97,71.15657678693098,179.99408586334263,20.0,1.0,3.37,Global
98,0.0,287.4428301015551,1.0,1.5,0.95,Global
99,73.39457908127854,241.2859903301944,20.0,1.0,2.09,Global
100,63.56933606544738,204.70035891816164,20.0,1.0,3.13,Global
101,46.750045,187.2853589914543,16.5749905,1.36249975,2.68,High Capacity Solar Angle Setup
102,33.249955,183.45124077747076,19.4250095,1.36249975,2.59,High Capacity Solar Angle Setup
103,59.11110517012928,34.43500213399383,20.0,1.5,0.0,Global
104,0.0,242.75850719139564,20.0,1.0,1.57,Global
105,43.22562461852184,125.96069571216893,20.0,1.0,2.42,Global
