iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
70,33.4712833611771,189.349567622611,20.0,1.02999975,2.9,Optimized Solar Panel Performance
71,82.36417829008171,159.3014111522724,20.0,1.0,3.09,Global
72,71.99581068758091,182.8613681048361,20.0,1.0,3.36,Global
73,62.93709113456015,192.5366394690375,20.0,1.0,3.31,Global
74,62.188574581626625,176.50221652160957,20.0,1.0,3.37,Global
75,0.0,54.72586807286808,20.0,1.0,1.57,Global
76,57.600045,200.3260535412906,20.0,1.02999975,3.16,Optimized Solar Panel Performance
77,32.399955,139.59982,20.0,1.02999975,2.53,Optimized Solar Panel Performance
78,76.03588272137421,186.5674834023277,20.0,1.0,3.32,Global
79,90.0,118.42272283269824,20.0,1.0,1.85,Global
80,64.07708585366991,185.9564667639382,20.0,1.0,3.36,Global
81,71.0835068603819,166.69890246624936,20.0,1.0,3.3,Global
82,72.35820985577368,144.92928441660422,20.0,1.0,2.87,Global
83,32.399955,240.40018,15.339990499999999,1.1700002500000002,1.86,Optimized Solar Panel Performance
84,57.600045,240.40018,20.0,1.1700002500000002,2.1,Optimized Solar Panel Performance
85,43.34889367808465,176.95233597796607,20.0,1.0,3.17,Global
86,67.47504451308124,173.45050721287438,20.0,1.0,3.37,Global
87,61.885771009926344,180.56457705397503,20.0,1.0,3.37,Global
88,0.0,219.58626709798807,1.0,1.0,0.95,Global
89,70.46955060955432,171.95478010160596,20.0,1.0,3.35,Global
90,57.600045,175.40941363685647,20.0,1.02999975,3.31,Optimized Solar Panel Performance
91,57.600045,179.5065021858597,20.0,1.1700002500000002,3.15,Optimized Solar Panel Performance
92,52.97218759827412,136.94262707542492,1.0,1.0,1.66,Global
93,48.848680453869925,360.0,1.0,1.0,0.0,Global
94,0.0,170.86667257455002,1.0,1.0,0.95,Global
95,0.0,19.651625801573328,1.0,1.5,0.95,Global
96,33.940966547265965,81.07474892282387,20.0,1.5,1.09,Global
97,57.600045,212.2625145466461,20.0,1.1700002500000002,2.78,Optimized Solar Panel Performance
98,32.399955,202.2379163699277,20.0,1.1700002500000002,2.63,Optimized Solar Panel Performance
99,50.40852037460024,285.62400188176315,20.0,1.0,0.94,Global
100,59.943606134759186,225.1863354829472,1.0,1.0,1.62,Global
101,0.0,321.71201042789625,1.0,1.0,0.95,Global
102,90.0,175.9449497067667,1.0,1.0,1.91,Global
103,0.0,76.94805801209878,1.0,1.5,0.95,Global
104,43.843334555386974,177.76572795058377,20.0,1.02999975,3.15,Optimized Solar Panel Performance
105,57.600045,195.32466547977006,15.339990499999999,1.02999975,2.91,Optimized Solar Panel Performance
