iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
39,47.82704657371355,119.14552085197937,20.0,1.0,2.25,Global
40,64.33432891966223,209.39582115456957,20.0,1.0,3.03,Global
41,90.0,171.19854290509448,20.0,1.0,3.12,Global
42,44.90127080992766,171.02556861502484,20.0,1.0,3.18,Global
43,64.8612489702444,215.96308299507308,1.0,1.0,1.74,Global
44,20.099955,211.98956112274695,14.0900095,1.19499975,1.95,Balanced Year-Round Optimization
45,33.47412944150981,202.71748512220822,17.3750095,1.26250025,2.45,Suboptimal Conditions with Adjustment
46,50.7720069266465,163.9094515652207,20.0,1.0,3.21,Global
47,69.67641862046469,129.51639873300726,1.0,1.0,1.5,Global
48,0.0,178.3089646129546,20.0,1.0,1.57,Global
49,62.65934501790448,170.86057874631092,20.0,1.0,3.35,Global
50,57.61629597516473,176.50479798355298,20.0,1.0,3.35,Global
51,57.81107132846303,224.47044534471246,20.0,1.0,2.68,Global
52,59.033602543349225,172.48657041262945,20.0,1.0,3.34,Global
53,36.630680778494565,0.0,1.0,1.0,0.0,Global
54,65.45664395066663,163.341500855343,20.0,1.0,3.28,Global
55,24.166631394988265,119.01554425021416,1.0,1.0,1.26,Global
56,23.77051991521738,191.4247843964097,14.0900095,1.19499975,2.17,Balanced Year-Round Optimization
57,33.715988174672276,181.5304318619016,14.0900095,1.19499975,2.45,Balanced Year-Round Optimization
58,63.02107039289425,176.09794944396202,20.0,1.0,3.37,Global
59,68.27373616775635,172.61080168756425,20.0,1.0,3.36,Global
60,65.1458033498992,173.60185919071313,20.0,1.5,2.89,Global
61,77.81561266115207,173.884460177029,20.0,1.0,3.31,Global
62,72.34162674628145,169.79670851316322,11.190745348922498,1.0,2.71,Global
63,59.831035286714396,181.93661483233913,10.623772946851208,1.0,2.7,Global
64,37.67395053002627,176.06961598671884,14.0900095,1.19499975,2.53,Balanced Year-Round Optimization
65,29.090730194459795,169.97291225051848,14.0900095,1.30500025,2.26,Balanced Year-Round Optimization
66,77.83309978903907,205.4090511047161,20.0,1.0,3.04,Global
67,88.59816543139237,205.03082542974104,8.339742433655816,1.0,2.17,Global
68,72.24325458660384,218.69216406740924,20.0,1.0,2.76,Global
69,73.08359460708641,167.69202071803727,20.0,1.0,3.3,Global
70,72.98740145936087,144.99438599940422,20.0,1.0,2.86,Global
71,39.900045,180.3723717019654,9.9099905,1.30500025,2.29,Balanced Year-Round Optimization
72,39.900045,169.90145770038652,14.0900095,1.19499975,2.55,Balanced Year-Round Optimization
73,44.877574785904635,325.34231987614504,20.0,1.0,0.03,Global
74,90.0,153.41081713802456,2.994184837876933,1.0,1.82,Global
75,90.0,45.04541211137139,20.0,1.0,0.07,Global
76,39.273205123918075,226.112036437669,20.0,1.5,2.19,Global
77,34.392153502920245,40.76445104419622,20.0,1.5,0.27,Global
78,39.900045,162.8961171166567,9.9099905,1.19499975,2.28,Balanced Year-Round Optimization
79,37.57045048383363,172.04533563921674,9.9099905,1.19499975,2.29,Balanced Year-Round Optimization
80,90.0,254.5240827554971,20.0,1.0,1.45,Global
81,45.71713620917478,360.0,1.0,1.5,0.0,Global
82,61.891353460318186,133.0997634058771,20.0,1.0,2.63,Global
83,32.348200070104426,283.82074397259555,20.0,1.5,1.0,Global
84,36.67265242163584,90.91576771405829,20.0,1.0,1.52,Global
85,39.900045,173.64789030232905,14.0900095,1.19499975,2.56,Balanced Year-Round Optimization
86,39.900045,219.60018,9.9099905,1.19499975,2.01,Balanced Year-Round Optimization
87,0.0,153.21076455934008,1.0,1.5,0.95,Global
88,0.0,332.3143997948491,20.0,1.5,1.35,Global
89,47.65961247251614,138.22235950350537,20.0,1.0,2.72,Global
90,90.0,328.4880341107476,1.0,1.0,0.02,Global
91,0.0,85.86509295132994,1.0,1.0,0.95,Global
92,20.099955,140.39982,14.0900095,1.19499975,1.89,Balanced Year-Round Optimization
93,39.900045,186.31740355208797,14.0900095,1.19499975,2.56,Balanced Year-Round Optimization
94,67.8228749413968,238.6161513922563,20.0,1.5,1.92,Global
95,90.0,87.68540280864535,1.0,1.5,0.58,Global
96,80.15616838880402,129.4509017214723,20.0,1.0,2.34,Global
97,71.4352151539704,181.4157737139928,20.0,1.0,3.37,Global
98,0.0,21.266153998088786,1.0,1.0,0.95,Global
99,22.917906261782484,243.99599187501067,20.0,1.5,1.72,Global
100,0.0,194.8644594551464,1.0,1.5,0.95,Global
101,61.684565705117485,296.54663720525366,15.231825548719204,1.045690650663027,0.47,Global
102,90.0,236.60459663330613,1.0,1.0,1.2,Global
103,39.900045,193.1798710610429,14.0900095,1.19499975,2.53,Balanced Year-Round Optimization
104,39.900045,180.68661675417823,14.0900095,1.19499975,2.57,Balanced Year-Round Optimization
105,49.06516081945427,138.7819830212103,1.0,1.0,1.67,Global
