iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypothesis
39,48.8675332599024,222.60320670647192,17.8942546162983,1.3026848125646948,2.34,Enhanced Solar Panel Setup
40,46.8125527240125,175.1632564144667,20.0,1.0,3.23,Global
41,90.0,220.82342869511766,1.0,1.0,1.48,Global
42,33.97282056584382,167.323297322707,1.0,1.0,1.78,Global
43,41.16152069501214,253.3080318190369,20.0,1.0,1.91,Global
44,63.50673799728544,167.7137750077631,13.581914788593203,1.0,2.87,Global
45,48.46339909253539,235.00018,15.624990500000001,1.23749975,2.02,Enhanced Solar Panel Setup
46,47.19328825184474,197.78629229270123,18.738637232356506,1.4356960810541253,2.67,Optimized High-Performance Settings
47,0.0,240.36011944403225,1.0,1.0,0.95,Global
48,0.0,320.8928454489067,20.0,1.0,1.57,Global
49,58.575130763030494,171.47306534573337,20.0,1.0,3.34,Global
50,38.20500578626812,360.0,20.0,1.0,0.0,Global
51,44.25934511679239,0.0,1.0,1.0,0.0,Global
52,43.32099366418846,168.25302786335726,15.147336071687024,1.1602083651441877,2.68,Optimal Solar Panel Configuration
53,50.9118227571306,204.036642335016,19.74994810832351,1.3873333760527131,2.71,Optimized High-Performance Settings
54,30.79689494149832,121.12068048589973,20.0,1.0,2.21,Global
55,68.72514241701042,165.67980392113876,20.0,1.0,3.3,Global
56,56.59192256736964,134.5647098374942,20.0,1.0,2.68,Global
57,27.345743804589965,172.27823134242584,20.0,1.0,2.77,Global
58,79.6349905611693,194.86895038812457,13.506383735540764,1.0,2.77,Global
59,39.47359584144276,188.00016301590213,14.303228997323373,1.2331799856189267,2.53,Optimal Solar Panel Configuration
60,51.750045,173.47067241344502,20.0,1.36249975,2.92,Optimized High-Performance Settings
61,90.0,116.32260983866894,1.0,1.0,1.09,Global
62,41.99673362089927,121.2597126332873,1.0,1.0,1.39,Global
63,37.904959562441604,177.96547550285266,20.0,1.0,3.06,Global
64,0.0,184.37623575094275,1.0,1.0,0.95,Global
65,0.0,128.97237252313468,20.0,1.5,1.35,Global
66,51.750045,179.62782289658662,18.5749905,1.4375002499999998,2.81,Optimized High-Performance Settings
67,45.37170898173254,172.46865408770546,20.0,1.36249975,2.84,Optimized High-Performance Settings
68,65.81377519893016,146.86393379610962,20.0,1.0,2.96,Global
69,42.14881396473044,79.23799639817136,1.0,1.0,0.71,Global
70,59.09575365008715,215.3616698194501,1.0,1.0,1.76,Global
71,28.505902458915717,316.5356826234366,1.0,1.5,0.31,Global
72,62.07142675746422,256.6782874722788,1.0,1.5,1.04,Global
73,51.250045,157.17650077254632,15.624990500000001,1.23749975,2.64,Enhanced Solar Panel Setup
74,28.749955,166.3829408786308,20.0,1.36250025,2.47,Enhanced Solar Panel Setup
75,90.0,161.3969911193823,20.0,1.0,3.0,Global
76,90.0,155.27474577054718,1.0,1.0,1.75,Global
77,65.99920245120448,39.699905006909695,20.0,1.5,0.02,Global
78,0.0,41.9446465335708,1.0,1.0,0.95,Global
79,90.0,317.0081953386844,20.0,1.0,0.06,Global
80,51.250045,184.95884551697932,15.624990500000001,1.23749975,2.77,Enhanced Solar Panel Setup
81,38.39834839613624,185.49162091389636,20.0,1.36250025,2.72,Enhanced Solar Panel Setup
82,75.1968771142484,221.91235612766332,20.0,1.0,2.64,Global
83,90.0,180.68803629328923,20.0,1.0,3.15,Global
84,0.0,76.13925047317217,20.0,1.5,1.35,Global
85,0.0,214.61245794947655,20.0,1.0,1.57,Global
86,63.991169068960836,199.65716038994188,20.0,1.0,3.22,Global
87,51.250045,175.20149717722427,20.0,1.23749975,3.02,Enhanced Solar Panel Setup
88,51.250045,172.36316093433177,15.624990500000001,1.23749975,2.77,Enhanced Solar Panel Setup
89,47.88312372424268,143.47449008694804,20.0,1.0,2.84,Global
90,38.51043410877241,280.3780231225307,20.0,1.0,1.2,Global
91,31.05405139129429,241.93234438824783,1.0,1.0,1.29,Global
92,90.0,227.75934871887284,20.0,1.5,1.92,Global
93,14.997204701308762,183.40178029919755,20.0,1.0,2.31,Global
94,34.7300129530708,144.99982,20.0,1.23749975,2.48,Enhanced Solar Panel Setup
95,51.250045,199.53010265557108,20.0,1.23749975,2.9,Enhanced Solar Panel Setup
96,59.273488649250886,191.45257425483467,20.0,1.0,3.31,Global
97,73.29615679903914,131.74161995959565,20.0,1.0,2.5,Global
98,90.0,272.10871758062643,1.0,1.0,0.58,Global
99,80.98486230502492,195.07357846728542,20.0,1.0,3.19,Global
100,63.01663404144354,173.1726622709461,20.0,1.0,3.36,Global
101,51.250045,180.6179430676059,20.0,1.36250025,2.92,Enhanced Solar Panel Setup
102,42.738680292654834,198.71788451448884,15.624990500000001,1.23749975,2.58,Enhanced Solar Panel Setup
103,15.418356777017033,138.4353841297104,1.0,1.0,1.29,Global
104,26.755023562368535,99.21576328578448,20.0,1.5,1.47,Global
105,90.0,96.21767914302416,20.0,1.5,1.05,Global
