iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target,hypotheses
82,20.0,-30.0,-30.0,20.0,-30.0,-30.0,20.0,20.0,-30.0,20.0,-30.0,-30.0,-30.0,-30.0,-30.0,2.034,None
83,-30.0,20.0,-30.0,-30.0,-30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-30.0,-30.0,2.095,None
84,-30.0,-30.0,20.0,-30.0,20.0,-30.0,20.0,20.0,-30.0,-30.0,20.0,20.0,20.0,-30.0,-30.0,2.06,None
85,0.0,13.0,6.0,12.0,0.0,11.0,-2.0,8.0,3.0,1.0,-3.0,2.0,7.0,5.0,10.0,6.877,Optimized Moderate Positives with Controlled Negatives
86,18.0,14.0,11.0,12.0,-1.0,9.0,2.0,12.0,5.0,0.0,-2.0,-4.0,6.0,5.0,20.0,4.615,Upper Bound Configuration with Minimal Negatives
87,-2.0,12.0,8.0,11.0,2.0,10.0,-3.0,9.0,1.0,3.0,-4.0,1.0,9.0,6.0,10.0,6.713,Enhanced Exploration of Favorable Ranges
88,-1.0,11.0,9.0,10.0,0.0,10.0,-2.0,8.0,1.0,2.0,-3.0,1.0,8.0,4.0,9.0,7.323,Selective Negative Reduction Strategy
89,-3.0,12.0,6.0,11.0,0.0,9.0,-1.0,9.0,2.0,0.0,-4.0,1.0,8.0,3.0,5.0,7.639,Exploratory Parameter Dynamics
90,-30.0,-30.0,-30.0,-30.0,20.0,-30.0,-30.0,20.0,20.0,20.0,20.0,-30.0,-30.0,20.0,-30.0,2.046,None
91,-30.0,-30.0,-30.0,20.0,-30.0,-30.0,20.0,-30.0,-30.0,9.602557008961153,-30.0,20.0,-30.0,20.0,20.0,1.747,None
92,20.0,20.0,-30.0,20.0,-30.0,-30.0,-30.0,20.0,-30.0,-30.0,-30.0,20.0,-30.0,20.0,-30.0,2.046,None
93,-30.0,-30.0,-30.0,20.0,20.0,20.0,-30.0,-30.0,20.0,20.0,-30.0,-30.0,20.0,-30.0,-30.0,2.046,None
94,-2.6945888267292553,10.28939086871842,6.5493652860649805,11.880988584951162,-1.364161485915673,7.104778236581639,-0.35698182052961613,8.248724399811191,1.572077073119805,2.2249252576335103,-2.666511230924822,0.9101370105567882,7.115260976947036,2.7181191363904142,5.347066980567633,6.283,None
95,-4.486245257469791,10.246030757720163,2.8909168981512754,13.057760114322035,1.842941747007736,8.66855458671677,-0.16681122578708388,9.89178601765326,0.9908535634855284,-4.502027627689846,-3.2524539453382744,-0.32424406539329725,9.722076645148496,3.7407301581432457,3.604767412077382,5.717,None
96,0.0,13.0,6.0,12.0,0.0,12.0,-1.0,9.0,2.0,0.0,-4.0,1.0,8.0,5.0,10.0,6.652,Optimized Moderate Positives with Minimal Negatives
97,18.0,14.0,12.0,12.0,0.0,9.0,2.0,12.0,5.0,0.0,-2.0,-3.0,6.0,5.0,20.0,4.588,Focused Upper Bound Configuration
98,-2.0,12.0,8.0,10.0,0.0,10.0,-1.0,9.0,1.0,1.0,-3.0,1.0,8.0,4.0,10.0,7.117,Mixed Positive with Selective Negatives
99,-1.0,11.0,9.0,11.0,0.0,10.0,-1.0,8.0,1.0,1.0,-3.0,1.0,8.0,5.0,9.0,7.195,Minimus Negative Impact Strategy
100,-4.0,11.0,8.0,12.0,0.0,10.0,-1.0,9.0,2.0,0.0,-4.0,1.0,8.0,3.0,5.0,7.328,Exploratory Parameter Dynamics
101,-9.54835709167552,12.324728534795632,-20.743085343518594,19.5617841003289,15.346662233916568,13.376262388562928,-11.776348806060746,1.4865090095874045,-6.110102762280331,16.99766713869515,-14.911709382957962,-11.46123163220771,2.9917482484661164,18.55607810818627,3.380592586263603,1.416,None
102,8.560625607804436,-23.845457578473628,19.34632246900882,-30.0,-28.96489495478546,-21.039391376391183,7.569028407454653,1.232151673731496,-30.0,20.0,20.0,20.0,-30.0,15.20926947375633,3.5482484220155475,0.983,None
103,-28.88188119653633,18.910530563641068,-4.371897146785955,-21.69361076464253,14.688103060849308,10.323096974139766,4.3595478210949,8.197797889137526,18.739052506872802,-8.607836513581969,-4.837892737262816,5.131770420733474,0.5778263576834348,-5.563858049082221,14.68194183630088,1.37,None
104,-4.29385241379352,-1.4461520451894316,-0.45056157311047706,11.829044325558248,-30.0,-13.265867658137429,20.0,-30.0,4.099802357099939,-30.0,-30.0,20.0,-30.0,-30.0,11.20468102370342,1.148,None
105,20.0,7.084010428529423,-30.0,20.0,18.975155034750415,-29.956475121261487,-30.0,-30.0,-1.8696782999620032,-30.0,-9.148480626797717,-27.890290862477283,-27.66848925536188,-21.704471369257107,7.941361963901185,1.517,None
