iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
24,0.5,-0.5,3.0,-0.5,0.5,2.0,1.0,2.5,0.0,-0.5,0.5,1.0,-0.5,0.5,0.0,15.638
25,0.5,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-1.0,1.0,0.5,-0.5,2.0,0.0,14.295
26,1.0,0.0,4.0,-0.5,1.0,2.0,0.5,3.0,0.0,-1.0,1.0,0.0,-0.5,1.5,0.0,15.493
27,2.0,-0.2,3.5,0.0,0.5,1.5,1.0,3.5,0.5,-1.0,0.5,0.0,-0.5,2.0,0.0,14.808
28,0.5,-0.5,3.5,-0.2,0.5,2.0,1.0,2.5,0.0,-0.5,0.5,1.0,-0.5,0.5,0.0,15.357
29,0.5,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.5,1.0,0.0,-0.5,2.0,0.0,14.343
30,1.5,-0.1,4.0,-0.2,1.5,1.0,1.0,3.0,0.5,-1.0,1.0,0.0,-0.5,1.0,0.0,15.463
31,2.0,-0.2,3.5,0.0,0.8,2.5,0.5,3.5,0.0,-0.5,0.5,0.0,-0.5,1.5,0.0,14.586
32,0.5,-0.5,3.5,-0.1,0.5,2.0,0.5,2.5,0.0,-0.5,0.5,1.0,-0.5,0.5,0.0,15.343
33,0.5,0.0,3.5,-0.1,0.5,3.0,0.0,5.0,1.0,-1.0,1.0,0.0,-0.5,2.0,0.0,14.486
34,1.0,-0.1,4.0,0.0,1.5,1.0,1.0,3.0,0.5,-0.5,1.0,0.0,-0.5,1.0,0.0,15.667
35,0.8,-0.5,3.5,0.0,0.5,2.0,0.5,3.0,0.0,-0.3,0.8,0.0,-0.5,1.2,0.0,15.481
36,1.5,-0.3,4.0,-0.2,1.2,1.5,0.5,3.5,0.2,-0.3,0.6,0.0,-0.3,1.3,0.0,14.714
37,1.0,0.0,3.5,-0.1,0.5,3.0,0.0,5.0,1.0,-1.0,1.0,0.0,-0.5,2.0,0.0,14.674
38,1.5,-0.2,4.0,0.0,1.5,1.0,1.0,3.0,0.5,-1.0,1.0,0.0,-0.5,1.0,0.0,15.483
39,2.0,-0.1,3.5,0.0,0.5,2.5,0.5,3.5,0.5,-0.5,0.5,0.0,-0.5,1.5,0.0,14.451
40,1.25,-0.3,3.8,-0.2,0.7,1.8,0.5,3.2,0.3,-0.4,0.6,0.0,-0.4,1.3,0.0,15.015
41,1.0,0.0,3.5,-0.1,0.5,3.0,0.0,5.0,1.0,-0.5,1.0,0.0,-0.5,2.0,0.0,14.486
42,1.5,-0.2,4.0,0.0,1.0,1.0,1.0,3.0,0.5,-1.0,1.0,0.0,-0.5,1.0,0.0,15.781
43,2.0,-0.1,3.8,0.0,0.8,2.0,0.5,3.5,0.3,-0.5,0.6,0.0,-0.3,1.5,0.0,14.805
44,1.2,-0.3,3.6,-0.1,0.5,1.8,0.5,3.0,0.5,-0.4,0.6,0.0,-0.3,1.4,0.0,15.146
45,0.5,0.1,3.0,0.0,0.5,2.5,0.0,4.5,1.2,-0.4,1.0,0.0,-0.2,2.0,0.0,14.775
46,1.5,-0.1,4.0,0.0,1.0,1.0,1.0,3.0,0.5,-0.5,1.0,0.0,-0.5,1.0,0.0,15.667
47,1.0,-0.2,3.8,0.0,0.7,2.0,0.5,3.5,0.5,-0.5,0.6,0.0,-0.3,1.2,0.0,15.005
48,2.0,-0.1,3.5,0.0,0.5,2.0,0.5,3.0,0.5,-0.5,0.5,1.0,-0.5,1.0,0.0,15.165
49,1.1,0.0,3.6,-0.2,0.4,2.8,0.0,5.1,1.1,-0.4,1.1,0.1,-0.4,2.1,0.1,14.245
50,1.6,-0.2,4.1,0.1,1.2,1.3,0.9,3.2,0.6,-0.3,1.3,0.1,-0.3,1.1,0.1,15.048
51,1.2,-0.3,3.6,0.0,0.8,2.2,0.4,3.4,0.6,-0.4,0.5,0.0,-0.4,1.4,0.0,14.806
52,1.3,-0.2,3.9,0.1,0.6,2.4,0.5,3.1,0.4,-0.2,0.7,0.0,-0.3,1.2,0.0,15.022
53,1.0,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.5,1.0,0.0,-0.5,2.0,0.0,14.506
54,1.6,-0.2,4.1,0.1,1.2,1.3,0.9,3.2,0.6,-0.3,1.2,0.1,-0.3,1.1,0.1,15.114
55,1.2,-0.2,3.8,0.0,0.6,2.0,0.4,3.5,0.5,-0.4,0.5,0.0,-0.3,1.5,0.0,14.805
56,1.3,-0.1,3.9,-0.1,0.5,2.4,0.5,3.1,0.4,-0.3,0.7,0.0,-0.3,1.2,0.0,15.005
57,1.0,0.1,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.4,1.0,0.0,-0.5,2.0,0.0,14.51
58,1.5,-0.1,4.0,0.0,1.5,1.2,1.0,3.2,0.6,-0.4,1.1,0.0,-0.3,1.3,0.1,15.06
59,1.2,0.0,4.0,0.0,0.5,2.5,0.0,3.0,1.0,-0.1,1.0,0.0,-0.2,1.0,0.0,15.774
60,1.3,-0.3,3.8,0.0,0.6,2.0,0.5,3.5,0.5,-0.4,0.5,0.0,-0.3,1.3,0.0,14.773
61,1.1,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.5,1.0,0.0,-0.5,2.0,0.0,14.476
62,1.4,-0.1,4.1,0.1,1.6,1.3,1.1,3.1,0.7,-0.3,1.2,0.1,-0.2,1.2,0.0,15.139
63,1.3,-0.1,4.0,0.0,0.5,2.5,0.0,3.0,1.0,-0.1,1.0,0.0,-0.2,1.0,0.0,15.659
64,1.2,-0.2,3.9,0.0,0.7,2.0,0.4,3.5,0.5,-0.4,0.5,0.0,-0.3,1.5,0.0,14.809
65,1.0,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.4,1.0,0.0,-0.5,2.0,0.0,14.531
66,1.5,-0.1,4.1,0.0,1.5,1.3,1.0,3.2,0.6,-0.3,1.1,0.1,-0.3,1.2,0.1,15.023
67,1.2,-0.2,3.8,0.0,0.6,2.0,0.4,3.5,0.5,-0.3,0.5,0.0,-0.3,1.3,0.0,14.918
68,1.3,-0.2,4.0,0.0,0.5,2.3,0.5,3.1,0.4,-0.2,0.8,0.0,-0.2,1.1,0.0,15.205
69,1.0,0.1,3.6,0.0,0.5,3.1,0.1,4.8,1.0,-0.4,1.1,0.0,-0.5,2.1,0.0,14.382
70,1.5,-0.2,4.5,0.0,2.0,1.4,1.0,3.3,0.5,-0.2,1.1,0.1,-0.2,1.2,0.1,14.645
71,1.2,0.1,4.1,0.1,0.6,2.5,0.0,3.4,1.0,-0.1,1.1,0.0,-0.2,1.2,0.0,15.174
72,1.3,-0.1,3.9,0.0,0.7,2.2,0.4,3.6,0.5,-0.3,0.8,0.0,-0.3,1.4,0.1,14.776
73,0.7,0.0,3.5,-0.1,0.5,3.0,0.1,5.0,1.0,-0.3,1.0,0.0,-0.5,2.1,0.0,14.396
74,1.5,-0.1,4.0,0.1,1.5,1.0,1.0,3.0,0.6,-0.3,1.0,0.0,-0.2,1.1,0.1,15.547
75,1.2,-0.2,3.8,0.0,0.6,2.0,0.4,3.5,0.5,-0.3,0.6,0.0,-0.3,1.5,0.0,14.844
76,1.4,0.0,4.1,-0.2,0.5,2.2,0.5,3.3,0.4,-0.2,0.8,0.0,-0.3,1.2,0.1,14.874
77,1.2,0.0,3.6,-0.1,0.5,2.9,0.1,5.1,1.2,-0.3,1.1,0.1,-0.5,2.1,0.1,14.186
78,1.6,-0.1,4.2,0.1,1.7,1.3,1.1,3.3,0.7,-0.4,1.2,0.1,-0.2,1.3,0.1,14.74
79,1.2,-0.1,3.9,0.0,0.8,2.1,0.3,3.5,0.5,-0.4,0.7,0.0,-0.2,1.4,0.1,14.975
80,1.3,0.0,3.7,0.1,0.5,2.6,0.4,3.0,0.3,-0.2,0.9,0.0,-0.4,1.1,0.1,15.192
81,1.2,0.1,3.5,0.1,0.5,3.0,0.1,5.0,1.0,-0.3,1.0,0.0,-0.5,2.0,0.1,14.412
82,1.5,-0.1,4.0,0.1,1.5,1.3,1.0,3.2,0.6,-0.3,1.0,0.0,-0.3,1.2,0.1,15.118
83,1.2,-0.2,3.8,0.0,0.6,2.1,0.4,3.5,0.5,-0.3,0.7,0.0,-0.3,1.4,0.0,14.859
84,1.3,0.0,3.7,0.0,0.5,2.6,0.4,3.1,0.3,-0.2,0.9,0.0,-0.4,1.1,0.1,15.153
85,1.1,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.4,1.0,0.0,-0.5,2.0,0.0,14.501
86,1.6,-0.1,4.0,0.0,1.5,1.3,1.0,3.2,0.6,-0.3,1.0,0.0,-0.2,1.2,0.1,15.188
87,1.2,-0.2,3.9,0.0,0.6,2.0,0.4,3.5,0.5,-0.3,0.7,0.0,-0.3,1.4,0.1,14.869
88,1.3,0.0,4.0,-0.1,0.5,2.7,0.5,3.0,0.4,-0.2,0.9,0.0,-0.4,1.2,0.0,15.051
89,1.0,0.0,3.5,0.0,0.5,3.0,0.1,5.0,1.0,-0.4,1.0,0.0,-0.5,2.0,0.0,14.51
90,1.5,-0.1,4.0,0.0,1.5,1.3,1.0,3.2,0.6,-0.3,1.0,0.0,-0.3,1.2,0.1,15.134
91,1.3,-0.1,4.0,0.0,0.7,2.3,0.3,3.4,0.6,-0.3,0.8,0.0,-0.3,1.5,0.0,14.784
92,1.4,0.0,4.1,0.1,0.5,2.6,0.4,3.1,0.3,-0.1,0.9,0.0,-0.3,1.3,0.1,14.94
93,1.0,0.1,3.8,0.0,0.5,3.1,0.1,5.0,1.1,-0.4,1.0,0.1,-0.5,2.1,0.1,14.365
94,1.6,-0.1,4.1,0.0,1.5,1.3,1.0,3.2,0.6,-0.3,1.0,0.0,-0.2,1.3,0.1,15.053
95,1.2,0.0,3.5,0.0,0.5,3.0,0.0,5.0,1.0,-0.4,1.0,0.0,-0.5,2.0,0.0,14.437
96,1.7,0.0,4.2,0.1,1.6,1.4,1.0,3.3,0.6,-0.4,1.0,0.0,-0.3,1.3,0.1,14.741
97,1.3,-0.1,4.0,0.0,0.7,2.3,0.5,3.4,0.5,-0.3,0.8,0.0,-0.3,1.5,0.1,14.709
98,1.4,0.1,4.0,0.1,0.5,2.8,0.5,3.2,0.3,-0.2,0.9,0.0,-0.3,1.4,0.1,14.818
99,1.0,0.1,3.5,0.0,0.5,3.0,0.1,5.0,1.0,-0.4,1.0,0.0,-0.5,2.0,0.0,14.489
100,1.7,0.0,4.2,0.1,1.8,1.4,1.1,3.5,0.7,-0.2,1.1,0.1,-0.3,1.2,0.2,14.734
101,1.3,-0.1,4.0,0.0,0.7,2.1,0.5,3.4,0.6,-0.3,0.8,0.0,-0.3,1.5,0.1,14.844
102,1.4,0.1,4.0,0.1,0.5,2.6,0.4,3.1,0.3,-0.1,0.9,0.0,-0.3,1.3,0.1,14.989
103,1.1,0.1,3.4,0.1,0.4,2.8,0.2,4.5,1.0,-0.3,1.0,0.1,-0.4,2.1,0.1,14.507
104,1.6,-0.1,4.2,0.0,1.6,1.3,1.0,3.2,0.6,-0.3,1.0,0.0,-0.3,1.3,0.1,14.905
105,1.3,-0.2,3.9,0.0,0.7,2.3,0.4,3.5,0.5,-0.3,0.7,0.0,-0.3,1.4,0.1,14.675
