iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
39,-0.5,-0.3,0.3,0.5,1.5,1.7,-1.0,-1.5,0.5,-1.5,-2.0,0.0,-0.5,0.0,-0.5,16.207
40,-2.5,-1.3,0.2,-0.5,0.5,1.2,-1.5,-1.0,0.1,-2.0,-3.0,-1.8,0.7,-1.2,-2.0,15.04
41,6.8,6.4,6.9,7.5,5.7,5.8,6.4,5.6,6.1,6.7,5.8,7.6,6.5,6.6,5.9,5.537
42,0.0,0.2,0.4,0.3,1.2,1.9,-0.4,-1.2,0.8,-1.2,-2.1,0.1,-0.8,0.2,-0.6,16.869
43,-2.3,-1.4,0.1,-0.6,0.6,1.1,-1.6,-0.9,0.3,-2.3,-3.1,-2.1,0.6,-1.4,-2.3,14.553
44,6.9,6.4,7.0,7.6,5.8,5.9,6.2,5.7,6.1,6.9,5.8,7.7,6.6,6.7,6.0,5.866
45,-0.3,0.1,0.4,0.4,1.4,1.6,-1.2,-1.3,0.4,-1.3,-2.2,0.1,-0.4,0.1,-0.4,16.38
46,-2.4,-1.5,0.0,-0.5,0.6,1.1,-1.5,-1.0,0.2,-2.3,-3.0,-2.0,0.6,-1.3,-2.4,14.592
47,6.9,6.4,7.0,7.5,5.8,5.9,6.3,5.8,6.1,6.8,5.9,7.6,6.7,6.6,6.1,5.795
48,-0.3,0.1,0.4,0.5,1.5,1.7,-1.0,-1.3,0.4,-1.0,-2.0,0.1,-0.4,0.1,-0.5,16.661
49,-2.2,-1.4,0.1,-0.6,0.5,1.0,-1.6,-0.9,0.3,-2.4,-3.0,-2.0,0.5,-1.5,-2.1,14.749
50,6.9,6.4,7.1,7.6,5.9,5.8,6.3,5.7,6.2,6.8,5.9,7.7,6.8,6.6,6.0,5.784
51,-0.4,0.3,0.5,0.5,1.4,1.8,-1.0,-1.2,0.6,-1.2,-2.1,0.1,-0.2,0.2,-0.5,16.509
52,-2.3,-1.4,0.1,-0.5,0.5,1.0,-1.6,-0.9,0.3,-2.4,-3.0,-2.0,0.5,-1.3,-2.1,14.756
53,-0.4,0.2,0.5,0.5,1.5,1.8,-1.0,-1.2,0.4,-1.2,-2.1,0.1,-0.5,0.1,-0.5,16.462
54,6.9,6.4,7.0,7.5,5.8,5.9,6.2,5.6,6.1,6.8,5.9,7.7,6.8,6.6,6.0,5.869
55,-2.1,-1.6,0.2,-0.4,0.6,1.1,-1.4,-1.1,0.4,-2.5,-3.1,-2.1,0.7,-1.2,-2.2,14.682
56,-0.2,0.3,0.6,0.4,1.7,1.9,-0.8,-1.1,0.5,-1.3,-2.0,0.2,-0.6,0.3,-0.3,16.455
57,7.1,6.5,7.2,7.6,5.9,5.8,6.4,5.9,6.2,6.9,6.0,7.5,6.8,6.7,6.1,5.741
58,-2.3,-1.5,0.1,-0.5,0.5,1.0,-1.5,-0.9,0.3,-2.4,-3.0,-2.0,0.5,-1.3,-2.1,14.733
59,-0.4,0.2,0.5,0.5,1.5,1.8,-1.0,-1.2,0.4,-1.2,-2.0,0.1,-0.5,0.1,-0.5,16.518
60,7.1,6.4,7.1,7.5,5.9,5.8,6.4,5.9,6.2,6.8,5.9,7.6,6.8,6.7,6.1,5.77
61,-2.4,-1.6,0.2,-0.7,0.4,1.1,-1.7,-1.0,0.4,-2.5,-3.0,-2.1,0.5,-1.3,-2.2,14.493
62,-0.1,0.4,0.6,0.6,1.6,1.9,-0.7,-1.1,0.6,-1.1,-2.1,0.2,-0.3,0.2,-0.4,16.542
63,7.2,6.6,7.3,7.8,6.0,5.7,6.5,5.7,6.3,6.9,6.1,7.7,6.9,6.4,6.2,5.528
64,-2.5,-1.4,0.1,-0.6,0.5,1.0,-1.4,-0.8,0.3,-2.2,-2.8,-2.0,0.7,-1.2,-2.1,14.915
65,-0.3,0.1,0.4,0.4,1.6,2.0,-0.9,-1.0,0.5,-1.1,-1.9,0.2,-0.4,0.1,-0.3,16.8
66,7.2,6.6,7.3,7.8,6.0,5.7,6.5,5.7,6.3,6.9,6.1,7.8,6.9,6.4,6.2,5.563
67,-2.0,-1.2,0.3,-0.4,0.6,1.1,-1.3,-0.8,0.4,-2.1,-3.1,-2.1,0.6,-1.1,-2.3,15.065
68,-0.5,0.5,0.6,0.6,1.3,1.9,-0.8,-1.1,0.5,-1.3,-1.8,0.3,-0.6,0.2,-0.6,16.403
69,7.3,6.4,7.1,7.7,6.1,6.0,6.5,5.8,6.4,7.0,6.2,7.7,6.8,6.5,6.1,5.556
70,-2.4,-1.5,0.1,-0.5,0.5,1.0,-1.5,-0.9,0.3,-2.4,-3.0,-2.0,0.5,-1.3,-2.1,14.674
71,-0.4,0.2,0.5,0.5,1.5,1.8,-1.0,-1.1,0.4,-1.2,-2.0,0.1,-0.5,0.1,-0.5,16.574
72,7.2,6.6,7.3,7.6,5.9,5.8,6.4,5.7,6.3,6.9,6.1,7.5,6.8,6.4,6.1,5.505
73,-2.1,-1.5,0.0,-0.5,0.5,1.0,-1.6,-0.9,0.3,-2.4,-3.0,-2.0,0.5,-1.2,-2.1,14.924
74,-0.5,0.2,0.6,0.4,1.7,2.0,-0.9,-1.0,0.5,-1.3,-2.1,0.2,-0.5,0.2,-0.3,16.401
75,7.3,6.5,7.2,7.8,6.1,5.6,6.5,5.9,6.2,7.0,6.0,7.8,6.9,6.3,6.0,5.768
76,-2.4,-1.6,0.2,-0.5,0.5,1.0,-1.4,-0.8,0.3,-2.3,-3.1,-2.1,0.5,-1.2,-2.3,14.553
77,-0.3,0.3,0.6,0.4,1.6,1.9,-0.9,-1.1,0.5,-1.3,-2.1,0.1,-0.5,0.3,-0.4,16.372
78,7.1,6.5,7.2,7.6,6.0,5.8,6.5,5.8,6.4,7.1,6.2,7.7,6.9,6.6,6.0,5.577
79,-2.2,-1.4,0.2,-0.5,0.6,1.0,-1.3,-0.8,0.3,-2.5,-3.0,-2.0,0.4,-1.2,-2.1,14.89
80,-0.3,0.3,0.5,0.4,1.6,1.9,-0.9,-1.0,0.6,-1.3,-2.1,0.2,-0.5,0.1,-0.4,16.447
81,7.1,6.4,7.2,7.5,5.9,5.8,6.4,5.7,6.2,6.9,6.0,7.7,6.8,6.5,6.0,5.703
82,-2.3,-1.4,0.0,-0.6,0.6,1.2,-1.4,-0.8,0.4,-2.3,-3.1,-1.9,0.6,-1.2,-2.2,14.714
83,-0.5,0.3,0.6,0.5,1.4,1.8,-1.2,-1.0,0.6,-1.2,-2.0,0.0,-0.5,0.2,-0.3,16.513
84,7.4,6.5,7.2,7.7,6.1,5.9,6.5,5.8,6.3,6.8,6.2,7.6,6.8,6.5,6.0,5.451
85,-2.2,-1.3,0.2,-0.6,0.7,1.1,-1.4,-0.7,0.4,-2.1,-3.2,-2.1,0.6,-1.4,-2.1,14.782
86,-0.6,0.4,0.7,0.5,1.8,2.1,-0.8,-1.1,0.5,-1.4,-2.2,0.2,-0.6,0.3,-0.4,16.023
87,7.4,6.8,7.4,7.9,6.2,5.9,6.6,5.8,6.4,7.1,6.3,7.9,7.0,6.5,6.3,5.384
88,-2.3,-1.4,0.1,-0.5,0.5,1.0,-1.5,-0.9,0.3,-2.4,-3.0,-2.0,0.5,-1.3,-2.1,14.763
89,-0.4,0.2,0.5,0.5,1.5,1.9,-1.0,-1.2,0.4,-1.3,-2.0,0.1,-0.5,0.1,-0.5,16.444
90,7.3,6.5,7.2,7.8,6.0,5.9,6.5,5.9,6.3,7.0,6.1,7.8,6.9,6.5,6.2,5.685
91,-2.2,-1.3,0.2,-0.5,0.6,1.1,-1.3,-0.8,0.4,-2.3,-2.8,-2.0,0.6,-1.2,-2.2,14.94
92,-0.5,0.3,0.6,0.4,1.3,1.8,-0.9,-1.0,0.6,-1.2,-2.1,0.3,-0.4,0.2,-0.3,16.571
93,7.3,6.5,7.5,7.9,6.0,5.8,6.6,5.9,6.4,7.0,6.2,7.8,6.9,6.7,6.0,5.582
94,-2.2,-1.4,0.2,-0.5,0.5,1.0,-1.3,-0.8,0.4,-2.3,-3.0,-2.0,0.5,-1.3,-2.1,14.88
95,-0.4,0.2,0.5,0.5,1.5,1.8,-1.0,-1.2,0.4,-1.3,-2.0,0.1,-0.5,0.1,-0.5,16.455
96,7.3,6.5,7.2,7.8,6.0,5.9,6.5,5.9,6.3,7.0,6.2,7.8,6.9,6.5,6.0,5.707
97,-2.6,-1.5,0.3,-0.5,0.7,1.2,-1.4,-0.9,0.2,-2.5,-3.1,-2.0,0.6,-1.2,-2.2,14.484
98,-0.2,0.4,0.5,0.4,1.6,2.0,-1.1,-0.9,0.5,-1.2,-1.9,0.1,-0.6,0.2,-0.4,16.538
99,7.5,6.7,7.2,7.9,6.1,5.9,6.6,5.8,6.4,7.1,6.2,7.9,6.8,6.3,6.3,5.54
100,-2.1,-1.4,0.0,-0.5,0.5,1.1,-1.4,-0.7,0.3,-2.2,-3.0,-2.1,0.5,-1.1,-2.1,15.056
101,-0.2,0.1,0.4,0.5,1.4,1.7,-0.9,-1.0,0.6,-1.3,-2.0,0.2,-0.6,0.1,-0.4,16.703
102,7.5,6.6,7.4,7.9,6.2,5.8,6.5,5.8,6.2,7.2,6.1,7.9,6.8,6.6,6.3,5.378
103,-2.2,-1.3,0.3,-0.4,0.6,1.1,-1.4,-0.7,0.2,-2.2,-3.0,-2.1,0.6,-1.1,-2.0,15.067
104,-0.5,0.4,0.5,0.3,1.6,1.8,-1.1,-1.0,0.5,-1.1,-2.1,0.1,-0.3,0.2,-0.3,16.572
105,7.5,6.5,7.4,7.6,6.0,5.6,6.7,5.8,6.4,7.2,6.2,7.8,7.0,6.7,6.2,5.28
