iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
41,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.25,0.0,0.0,0.01,2.25,True,None
42,0.0,2.25,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,None
43,0.0,1.0,0.25,1.0,0.5,4.800000000000001,0.0,0.0,0.0,0.25,2.37,3.0,True,None
44,1.0,0.0,0.0,0.0,0.0,2.4000000000000004,1.75,0.0,0.0,0.0,0.04,2.75,True,None
45,0.0,0.0,0.0,2.5,0.0,2.2,0.0,0.0,0.0,0.0,0.94,2.5,True,None
46,1.0,1.0,0.0,0.0,0.0,4.800000000000001,0.25,0.0,0.0,1.0,0.03,3.25,True,None
47,2.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.75,True,None
48,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,2.5,0.0,0.03,2.5,True,None
49,0.0,1.5,0.0,0.0,0.75,4.6,0.0,0.0,0.0,0.0,13.03,2.25,True,Optimized L-Cysteine and P10-MIX1
50,0.0,1.5,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,12.15,2.5,True,Increased NaOH with L-Cysteine
51,0.0,0.0,0.0,0.0,0.75,4.8,0.0,0.0,0.0,0.0,2.07,0.75,True,Minimized Dyes with High P10-MIX1
52,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.25,0.0,0.0,3.25,True,None
53,0.0,2.25,0.0,0.5,1.25,4.6,0.0,0.0,0.0,0.25,18.46,4.25,True,None
54,0.0,2.25,0.0,0.75,1.0,4.2,0.0,0.0,0.0,0.5,18.31,4.499999999999999,True,None
55,0.0,1.5,0.0,1.0,2.0,3.6,0.0,0.0,0.0,0.0,9.15,4.5,True,None
56,0.0,0.0,3.75,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,3.75,True,None
57,0.0,0.5,0.25,0.0,0.0,4.800000000000001,0.0,0.0,0.0,3.0,1.14,3.75,True,None
58,0.0,0.0,0.0,0.0,0.0,5.0,1.5,2.5,0.0,0.0,0.0,4.0,True,None
59,0.0,0.0,0.0,3.5,0.0,5.0,0.0,0.0,0.0,0.0,1.38,3.5,True,None
60,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.18,4.0,True,None
61,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,True,None
62,0.0,1.75,0.0,0.75,2.0,5.0,0.0,0.0,0.0,0.0,12.34,4.5,True,None
63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.8,3.0,True,None
64,0.0,1.0,0.0,0.0,1.0,3.8000000000000003,0.25,0.0,0.0,1.0,11.1,3.2500000000000004,True,None
65,0.0,1.5,0.0,0.0,0.25,4.6,0.0,0.0,0.0,0.0,7.72,1.75,True,Optimized L-Cysteine and P10-MIX1
66,0.0,1.5,0.0,0.0,1.25,4.0,0.0,0.0,0.0,0.0,11.83,2.75,True,Increased NaOH with L-Cysteine
67,0.5,1.0,0.0,0.5,0.75,4.0,0.0,0.0,0.0,0.0,1.06,2.75,True,Balanced Approach with L-Cysteine
68,0.0,1.5,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.02,2.5,True,High Ionic Strength with L-Cysteine
69,0.0,1.5,0.0,0.75,0.75,4.4,0.0,0.0,0.0,0.0,20.05,3.0,True,None
70,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,True,None
71,0.0,0.0,2.0,0.0,0.0,2.8,0.0,0.0,0.0,2.5,0.0,4.5,True,None
72,0.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,2.0,0.5,4.5,True,None
73,0.0,2.0,0.0,0.0,0.0,1.0,1.75,0.0,0.0,0.0,0.47,3.75,True,None
74,0.0,0.0,2.25,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.25,True,None
75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,2.0,0.0,4.5,True,None
76,2.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.0,0.0,4.5,True,None
77,0.0,0.0,0.0,0.0,0.0,3.2,2.0,0.0,0.0,2.25,0.05,4.25,True,None
78,0.0,2.25,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.01,4.25,True,None
79,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.01,4.0,True,None
80,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,True,None
81,0.0,0.0,0.0,2.25,0.0,3.4000000000000004,2.0,0.0,0.0,0.0,0.08,4.25,True,None
82,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,0.0,2.25,2.25,0.0,0.0,4.5,True,None
83,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,True,None
84,0.0,0.0,2.25,0.0,0.0,5.0,2.25,0.0,0.0,0.0,0.0,4.5,True,None
85,0.0,0.0,0.0,0.0,0.0,5.0,2.25,0.0,2.25,0.0,0.0,4.5,True,None
86,2.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.25,True,None
87,2.25,0.0,0.0,0.0,0.0,5.0,2.25,0.0,0.0,0.0,0.0,4.5,True,None
88,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,1.7,4.0,True,None
89,0.0,0.0,0.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.07,4.5,True,None
90,0.0,0.75,0.0,0.0,2.0,3.2,0.0,0.0,0.0,1.5,4.02,4.25,True,None
91,0.0,0.0,0.0,2.25,0.0,3.2,0.0,0.0,2.0,0.0,0.02,4.25,True,None
92,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,True,None
93,0.0,1.5,0.0,0.5,1.0,4.6,0.0,0.0,0.0,0.25,19.78,3.25,True,None
94,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.25,0.0,0.0,0.0,4.25,True,None
95,0.0,1.75,0.0,1.0,1.0,4.6,0.0,0.0,0.0,0.25,23.48,4.0,True,None
96,0.0,1.5,0.0,0.75,0.75,4.4,0.0,0.0,0.0,0.25,21.5,3.25,True,None
97,0.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0,0.0,2.5,0.01,4.75,True,None
98,0.5,1.0,0.0,0.5,0.5,4.0,0.0,0.0,0.0,0.0,0.94,2.5,True,Balanced Approach with L-Cysteine
99,0.0,1.5,0.0,1.0,1.25,4.2,0.0,0.0,0.0,0.5,18.95,4.249999999999999,True,None
100,0.0,2.5,0.0,0.0,2.25,3.6,0.0,0.0,0.0,0.0,17.76,4.75,True,None
101,0.0,1.75,0.0,0.5,0.75,4.4,0.0,0.0,0.0,0.75,20.57,3.75,True,None
102,0.0,2.25,0.0,0.0,1.75,4.0,0.0,0.0,0.0,0.5,17.05,4.5,True,None
103,0.0,1.75,0.0,0.5,1.25,4.6,0.0,0.0,0.0,1.0,19.59,4.5,True,None
104,0.0,2.25,0.5,0.0,1.75,3.8000000000000003,0.0,0.0,0.0,0.0,0.05,4.5,True,None
105,0.0,2.25,0.0,0.0,1.25,4.4,0.0,0.0,0.0,1.0,16.42,4.5,True,None
