iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
28,0.0,1.0,0.0,0.0,0.5,3.6,0.0,0.0,0.0,2.75,14.17,4.25,True,None
29,0.0,1.0,0.0,0.0,0.75,3.8000000000000003,0.0,0.0,0.0,2.75,13.4,4.5,True,None
30,0.0,1.0,0.0,0.0,0.5,3.4000000000000004,0.0,0.0,0.0,3.0,14.35,4.5,True,None
31,0.0,1.0,0.0,0.0,0.5,3.4000000000000004,0.0,0.25,0.0,2.75,2.45,4.5,True,None
32,0.5,0.25,0.75,0.25,0.0,4.4,0.25,0.0,0.5,0.5,0.08,3.0,True,None
33,0.0,0.25,0.0,0.75,0.75,4.6,0.0,0.0,0.25,0.5,5.55,2.5,True,None
34,0.0,0.5,0.25,0.75,0.5,4.6,0.25,0.25,0.25,0.5,0.49,3.25,True,None
35,0.0,0.75,0.0,0.0,0.25,3.6,0.0,0.0,0.0,2.75,13.04,3.7499999999999996,True,None
36,0.25,0.75,0.25,0.5,0.25,4.4,0.25,0.0,0.25,0.75,0.87,3.25,True,None
37,0.0,0.0,0.0,0.5,1.0,4.6,0.25,0.25,0.25,0.5,0.8,2.75,True,None
38,0.0,0.75,0.0,0.0,0.25,3.6,0.0,0.0,0.0,3.0,13.64,3.9999999999999996,True,None
39,0.0,0.75,0.0,0.0,0.5,3.6,0.0,0.0,0.0,3.0,13.54,4.25,True,None
40,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.63,4.0,True,Enhanced L-Cysteine and NaCl
41,0.0,1.5,0.0,1.0,0.5,5.0,0.0,0.0,1.5,0.0,0.06,4.5,True,Optimized Surfactant and Hole Scavenger
42,0.0,0.0,0.0,1.0,0.5,5.0,0.0,0.0,0.0,0.0,3.99,1.5,True,Balanced Ionic Strength and pH Optimization
43,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.83,2.5,True,Minimized Dyes with High L-Cysteine
44,0.0,1.0,0.0,0.0,0.25,3.6,0.0,0.0,0.0,3.0,14.13,4.25,True,None
45,0.0,1.0,0.0,0.0,0.5,3.6,0.0,0.0,0.0,3.0,14.5,4.5,True,None
46,0.0,1.0,0.0,0.0,0.25,3.6,0.0,0.0,0.0,2.75,13.58,3.9999999999999996,True,None
47,0.0,0.75,0.0,0.0,0.25,3.6,0.25,0.0,0.0,2.75,9.09,3.9999999999999996,True,None
48,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.03,3.5,True,None
49,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,2.0,1.75,0.01,3.7499999999999996,True,None
50,0.0,1.75,0.0,1.0,0.5,5.0,0.0,0.0,0.0,0.5,17.54,3.75,True,None
51,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.5,0.0,0.0,0.0,3.5,True,None
52,0.0,3.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,5.05,3.0,True,None
53,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.19,5.0,True,None
54,0.0,0.0,0.0,0.0,0.0,5.0,3.25,0.0,0.0,0.0,0.42,3.25,True,None
55,0.0,1.25,0.0,0.0,0.25,4.2,0.0,0.0,0.0,2.5,13.17,3.999999999999999,True,None
56,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,10.91,5.0,True,None
57,0.25,0.75,0.0,0.0,0.25,3.2,0.0,0.0,0.0,3.25,5.61,4.5,True,None
58,2.0,2.75,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,4.75,True,None
59,0.0,0.75,0.0,0.0,0.25,4.2,0.0,0.0,0.0,2.75,12.83,3.75,True,None
60,0.0,1.0,0.0,0.25,0.5,4.2,0.0,0.0,0.0,2.5,14.02,4.249999999999999,True,None
61,0.0,1.75,0.0,1.0,0.75,5.0,0.0,0.0,0.0,0.5,21.97,4.0,True,None
62,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.19,3.5,True,None
63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,True,None
64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.5,0.01,3.5,True,None
65,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.0,0.0,4.75,True,None
66,0.0,2.75,0.0,0.25,0.0,1.4,0.0,2.0,0.0,0.0,0.01,5.0,True,None
67,0.0,1.0,1.5,0.0,0.5,1.0,0.0,0.0,0.0,0.25,0.0,3.25,True,None
68,0.0,0.0,0.75,0.0,0.0,1.6,1.25,1.0,0.75,0.0,0.0,3.7499999999999996,True,None
69,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,4.0,True,None
70,1.25,0.5,0.0,0.0,0.25,1.6,1.5,0.0,0.0,0.25,0.02,3.7499999999999996,True,None
71,0.0,0.0,0.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,0.07,3.5,True,None
72,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.25,4.02,4.25,True,None
73,0.0,2.25,0.0,0.5,1.25,4.2,0.0,0.0,0.0,0.5,18.74,4.499999999999999,True,None
74,0.0,3.0,0.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,3.77,4.5,True,Optimized L-Cysteine and NaCl
75,0.0,1.5,0.0,1.0,0.5,5.0,0.0,0.0,2.0,0.0,0.02,5.0,True,Surfactant and Hole Scavenger Combination
76,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.84,2.0,True,Minimized Dyes with High L-Cysteine
77,0.0,1.75,0.0,0.75,1.0,4.800000000000001,0.0,0.0,0.0,0.5,23.38,4.0,True,None
78,0.0,0.0,0.0,1.5,0.0,1.8,1.25,0.0,0.0,0.75,0.44,3.5,True,None
79,0.25,0.0,1.75,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,True,None
80,1.0,0.0,0.0,0.0,1.5,1.8,0.0,0.0,1.0,0.0,0.03,3.5,True,None
81,1.25,0.25,0.0,1.5,0.0,2.8,0.0,0.0,0.0,0.0,0.02,3.0,True,None
82,0.5,1.0,0.0,0.25,1.0,4.800000000000001,0.0,0.0,0.0,0.0,0.99,2.75,True,None
83,2.0,0.0,0.0,0.5,0.25,1.2,0.0,0.0,0.0,0.75,0.0,3.5,True,None
84,0.0,1.5,0.0,0.0,0.5,1.8,0.0,0.0,0.0,1.25,9.41,3.25,True,None
85,0.0,2.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.25,8.12,4.5,True,None
86,0.0,1.5,0.0,0.75,1.0,4.6,0.5,0.0,0.0,0.5,14.58,4.25,True,None
87,0.0,2.0,0.0,0.75,1.25,5.0,0.0,0.0,0.0,0.5,20.63,4.5,True,None
88,0.0,1.75,0.0,0.75,0.25,1.0,1.0,0.0,0.0,0.0,2.63,3.75,True,None
89,0.0,1.75,0.0,0.75,1.0,4.6,0.0,0.0,0.0,0.5,23.1,4.0,True,None
90,0.0,1.0,0.0,0.75,0.0,1.2,0.0,0.0,0.25,1.5,2.92,3.5,True,None
91,0.0,1.5,0.25,0.0,0.0,2.6,0.0,0.25,0.5,0.75,0.19,3.2499999999999996,True,None
92,0.0,0.0,0.75,0.25,1.25,2.0,0.0,0.0,0.0,1.25,0.01,3.5,True,None
93,0.0,0.0,0.0,1.0,1.25,2.2,0.0,1.0,0.0,0.0,0.02,3.25,True,None
94,0.25,1.25,0.25,0.0,1.25,1.0,0.0,0.75,0.0,0.0,0.02,3.75,True,None
95,1.25,0.0,0.0,0.0,0.0,4.800000000000001,0.75,0.0,1.0,0.0,0.03,3.0,True,None
96,0.25,0.0,0.0,1.25,0.0,1.0,0.0,1.0,1.0,0.0,0.01,3.5,True,None
97,0.0,0.0,1.25,0.25,0.25,3.2,0.0,0.0,1.25,0.25,0.0,3.25,True,None
98,0.0,0.0,0.0,0.0,0.25,1.0,1.5,0.5,0.0,1.25,0.03,3.5,True,None
99,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,3.5,True,None
100,0.5,0.0,0.0,0.0,0.0,3.4000000000000004,1.25,0.0,1.25,0.25,0.04,3.25,True,None
101,1.25,0.0,0.0,0.0,0.0,3.2,0.0,1.25,0.0,1.0,0.0,3.5,True,None
102,0.0,0.0,0.0,0.25,1.5,2.8,1.25,0.0,0.0,0.0,0.39,3.0,True,None
103,1.25,1.25,0.0,0.0,0.5,1.0,0.0,0.0,0.75,0.25,0.06,4.0,True,None
104,0.0,0.25,1.5,0.0,0.0,3.6,0.0,0.0,0.0,1.25,0.0,2.9999999999999996,True,None
105,0.0,2.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,6.21,2.5,True,Minimized Dyes with High L-Cysteine
