iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
75,1.25,1.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.5,0.01,2.75,True,None
76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.29,5.0,True,None
77,0.0,0.5,0.0,0.0,1.25,3.2,0.0,0.0,0.25,1.25,3.97,3.25,True,None
78,0.0,1.0,0.0,1.75,0.25,5.0,0.0,0.0,0.0,0.0,9.98,3.0,True,High NaCl with Low NaOH
79,0.0,1.5,0.0,1.25,0.5,5.0,0.0,0.0,0.0,0.0,16.12,3.25,True,Exploring Higher NaOH
80,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,None
81,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.19,5.0,True,None
82,0.0,0.0,0.0,0.0,2.5,3.4000000000000004,0.0,0.0,0.0,2.25,0.32,4.75,True,None
83,0.0,0.0,0.0,3.75,0.0,2.0,0.0,0.0,0.0,0.0,0.29,3.75,True,None
84,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.25,1.75,0.0,0.0,4.0,True,None
85,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.02,5.0,True,None
86,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,None
87,0.0,0.0,3.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.5,True,None
88,2.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,True,None
89,2.5,0.0,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,2.25,0.0,0.0,4.75,True,None
90,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,2.5,0.0,5.0,True,None
91,1.75,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,0.0,0.0,5.0,True,None
92,0.0,0.0,0.0,0.0,2.5,5.0,2.5,0.0,0.0,0.0,0.0,5.0,True,None
93,0.0,1.25,0.0,1.5,0.5,5.0,0.0,0.0,0.0,0.0,14.96,3.25,True,High NaCl with Moderate NaOH
94,0.0,1.75,0.0,1.25,0.5,5.0,0.0,0.0,0.0,0.0,16.34,3.5,True,Exploring Lower NaOH Variation
95,0.0,2.5,0.0,0.75,0.5,4.6,0.0,0.0,0.0,0.75,14.06,4.5,True,None
96,0.0,0.0,0.0,0.0,0.0,3.0,2.75,0.0,0.0,2.0,0.02,4.75,True,None
97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,2.5,0.0,4.75,True,None
98,0.0,0.0,0.0,0.0,3.75,1.0,0.0,0.0,0.0,0.0,0.05,3.75,True,None
99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,2.5,0.0,5.0,True,None
100,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.01,5.0,True,None
101,0.0,2.0,0.0,1.25,1.0,5.0,0.0,0.0,0.0,0.25,19.97,4.5,True,None
102,0.0,1.75,0.0,0.75,0.75,5.0,0.0,0.0,0.0,0.25,21.85,3.5,True,None
103,0.0,0.0,2.75,0.0,0.0,5.0,0.0,2.25,0.0,0.0,0.0,5.0,True,None
104,0.0,0.0,2.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.5,True,None
105,0.0,2.75,0.0,0.25,1.25,5.0,0.0,0.0,0.0,0.25,16.83,4.5,True,None
