iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
67,0.0,1.0,0.0,1.0,0.5,3.6,0.0,0.0,0.0,0.0,16.02,2.4999999999999996,True,Optimized L-Cysteine and NaCl
68,0.0,0.75,0.0,0.75,0.5,4.2,0.0,0.0,0.0,0.0,13.69,2.0,True,High P10-MIX1 with Moderate L-Cysteine
69,0.0,0.75,0.0,0.5,0.5,3.4,0.0,0.0,0.0,0.0,12.32,1.7500000000000004,True,Minimized AcidRed871
70,0.0,0.5,0.0,0.5,1.0,3.2,0.0,0.0,0.0,0.0,8.84,2.0,True,Exploring Higher NaOH Concentration
71,0.0,0.5,0.0,1.0,0.5,3.4,0.0,0.0,0.5,0.0,3.49,2.5000000000000004,True,Balanced Approach with Surfactant
72,0.0,0.5,1.0,0.0,0.25,1.2,1.75,0.0,0.0,0.0,0.0,3.5,True,None
73,1.75,0.5,0.0,0.0,0.0,1.8,0.0,0.25,1.0,0.0,0.0,3.5,True,None
74,0.0,0.75,0.0,0.75,0.5,3.2,0.0,0.0,0.0,1.0,19.3,3.0,True,None
75,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,True,None
76,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,True,None
77,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.01,4.0,True,None
78,4.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.52,4.25,True,None
79,0.0,0.75,0.0,1.0,0.75,3.2,0.0,0.0,0.0,0.5,22.25,3.0,True,None
80,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.25,3.55,4.25,True,None
81,0.0,1.0,0.0,1.0,0.75,3.2,0.0,0.0,0.0,0.5,23.66,3.25,True,None
82,0.0,0.0,4.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,True,None
83,0.0,1.0,0.0,1.0,0.75,3.4000000000000004,0.0,0.0,0.0,0.25,22.48,3.0,True,None
84,0.0,0.0,0.0,0.0,4.75,1.0,0.0,0.0,0.0,0.0,0.02,4.75,True,None
85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,True,None
86,0.0,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25,4.5,True,None
87,0.0,0.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,True,None
88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.25,1.8,4.25,True,None
89,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,4.0,True,None
90,0.0,1.5,0.0,0.0,1.0,3.8000000000000003,0.0,0.0,0.0,0.0,11.67,2.5000000000000004,True,None
91,0.0,1.0,0.0,1.0,1.0,4.0,0.25,0.0,0.0,0.25,18.19,3.5,True,None
92,0.0,0.0,0.0,0.0,0.0,5.0,2.25,2.0,0.0,0.0,0.0,4.25,True,None
93,0.0,1.0,0.0,1.0,0.5,3.8,0.0,0.0,0.0,0.0,16.3,2.5,True,Optimized L-Cysteine and NaCl
94,0.0,0.75,0.0,0.5,0.5,3.6,0.0,0.0,0.0,0.0,12.45,1.7499999999999996,True,Minimized AcidRed871
95,0.0,0.5,0.0,0.5,1.5,3.2,0.0,0.0,0.0,0.0,4.68,2.5,True,Exploring Higher NaOH Concentration
96,0.0,0.5,0.0,1.0,0.5,3.6,0.0,0.0,0.5,0.0,3.57,2.4999999999999996,True,Balanced Approach with Surfactant
97,0.0,1.75,0.0,0.75,1.25,4.2,0.0,0.0,0.0,0.25,19.53,3.999999999999999,True,None
98,1.75,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.25,0.0,0.0,4.0,True,None
99,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,5.0,True,None
100,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.25,0.04,4.25,True,None
101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,True,None
102,2.25,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.25,True,None
103,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.01,4.0,True,None
104,0.0,1.25,0.0,1.0,0.25,4.800000000000001,0.0,0.0,0.0,0.0,10.56,2.5,True,None
105,0.0,1.0,0.0,0.25,1.0,3.0,0.0,0.0,0.0,2.25,9.2,4.5,True,None
