iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
20,0.0,1.25,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.75,19.34,3.25,True,None
21,0.0,0.75,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.75,20.1,2.75,True,None
22,0.0,0.75,0.25,0.75,0.5,3.4000000000000004,0.25,0.5,0.0,0.75,0.07,3.75,True,None
23,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,3.5,True,None
24,0.25,1.0,0.0,0.5,0.5,3.6,0.0,0.0,0.0,1.0,7.11,3.2499999999999996,True,None
25,0.0,1.0,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.5,20.71,2.75,True,None
26,0.0,1.0,0.0,0.5,0.75,5.0,0.0,0.0,0.0,0.0,13.78,2.25,True,Enhanced L-Cysteine and NaOH
27,0.0,0.75,0.0,1.0,0.5,5.0,0.0,0.0,0.0,0.0,12.77,2.25,True,Optimal NaCl and L-Cysteine
28,0.0,0.75,0.0,0.5,0.5,5.0,0.0,0.0,0.5,0.0,3.34,2.25,True,Balanced Surfactant and Cysteine
29,0.0,1.0,0.25,0.5,0.5,5.0,0.0,0.0,0.0,0.0,2.0,2.25,True,Minimal Dye Approach
30,0.0,1.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.0,11.76,2.0,True,High L-Cysteine and Low Dyes
31,0.0,0.75,0.0,0.5,0.75,3.4000000000000004,0.0,0.0,0.0,0.5,19.18,2.5,True,None
32,0.0,0.5,0.0,0.5,1.0,4.800000000000001,0.0,0.0,0.0,0.75,8.86,2.75,True,None
33,0.0,0.75,0.0,0.5,0.75,3.8000000000000003,0.0,0.0,0.5,0.75,4.72,3.2500000000000004,True,None
34,0.0,0.25,0.0,0.25,0.0,4.2,0.0,0.0,0.0,1.25,5.3,1.75,True,None
35,0.25,1.25,0.0,0.0,1.0,3.4000000000000004,0.0,0.0,0.0,0.25,5.41,2.75,True,None
36,0.0,1.0,0.0,0.75,0.75,4.2,0.5,0.0,0.0,0.25,17.01,3.25,True,None
37,0.0,1.25,0.0,1.25,0.5,3.4000000000000004,0.25,0.0,0.0,0.0,12.78,3.25,True,None
38,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.21,3.0,True,None
39,0.0,0.75,0.0,0.75,0.75,4.0,0.25,0.0,0.0,0.5,19.3,3.0,True,None
40,0.0,0.75,0.0,0.5,0.75,3.6,0.0,0.0,0.0,0.5,19.62,2.4999999999999996,True,None
41,0.0,1.0,0.0,0.5,0.75,3.6,0.0,0.0,0.0,0.5,21.37,2.7499999999999996,True,None
42,0.0,1.0,0.0,0.5,1.0,5.0,0.0,0.0,0.0,0.0,12.87,2.5,True,Refined L-Cysteine and NaOH Variation
43,0.0,0.75,0.0,1.5,0.5,5.0,0.0,0.0,0.0,0.0,13.93,2.75,True,Increased NaCl with L-Cysteine
44,0.0,0.75,0.0,0.5,0.5,5.0,0.0,0.0,1.0,0.0,0.84,2.75,True,SDS Introduction with Higher Cysteine
45,0.0,1.0,0.5,0.5,0.5,5.0,0.0,0.0,0.0,0.0,0.51,2.5,True,Minimal Dye with Increased Cysteine
46,0.0,1.0,0.0,0.25,0.5,5.0,0.0,0.0,0.0,0.0,10.22,1.75,True,High L-Cysteine with Low Ionic Strength
47,0.0,1.0,0.0,1.0,0.25,4.2,0.0,0.0,0.0,0.75,13.83,3.0,True,None
48,0.0,0.5,1.0,0.25,0.25,1.0,1.5,0.0,0.25,0.0,0.0,3.75,True,None
49,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,None
50,0.0,1.25,0.0,0.0,1.0,2.4000000000000004,0.0,0.0,0.0,1.25,11.11,3.5,True,None
51,0.0,1.25,0.0,0.5,0.75,4.2,0.75,0.0,0.0,1.0,14.2,4.249999999999999,True,None
52,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.19,5.0,True,None
53,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.63,4.0,True,None
54,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.07,5.0,True,None
55,0.0,0.0,0.0,0.0,4.5,1.8,0.0,0.0,0.0,0.0,0.06,4.5,True,None
56,0.0,0.0,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.75,True,None
57,3.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.01,3.25,True,None
58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,0.0,0.0,3.25,True,None
59,0.0,0.75,0.0,1.25,0.5,5.0,0.0,0.0,0.0,0.0,13.68,2.5,True,Increased NaCl with L-Cysteine Variation
60,0.0,0.75,0.0,0.5,0.5,5.0,0.0,0.0,1.5,0.0,0.1,3.25,True,SDS Introduction with Higher Cysteine Variation
61,0.0,1.0,0.5,0.75,0.5,5.0,0.0,0.0,0.0,0.0,0.48,2.75,True,Minimal Dye with Increased Cysteine Variation
62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.75,0.0,0.0,3.75,True,None
63,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,0.0,5.0,0.0,0.0,0.0,5.0,True,None
64,0.0,1.5,0.0,0.5,1.75,3.0,0.0,0.0,0.0,1.0,13.01,4.75,True,None
65,0.0,0.0,0.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.17,3.5,True,None
66,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.47,4.0,True,None
67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,0.0,2.75,0.0,4.5,True,None
68,0.0,0.75,0.0,1.25,0.5,4.6,0.5,0.0,0.0,0.0,16.23,3.0,True,None
69,0.0,0.75,0.0,0.75,0.5,4.800000000000001,0.75,0.0,0.0,0.5,17.71,3.25,True,None
70,0.0,0.75,0.0,1.0,0.75,4.6,0.5,0.0,0.0,0.5,18.05,3.5,True,None
71,0.0,1.0,0.0,1.0,0.5,4.800000000000001,0.75,0.0,0.0,0.25,17.65,3.5,True,None
72,0.25,0.0,0.0,1.25,0.0,4.800000000000001,1.25,0.0,0.0,0.25,0.97,3.0,True,None
73,0.0,0.0,3.75,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.75,True,None
74,0.0,1.25,0.0,0.5,0.75,5.0,0.5,0.0,0.0,0.5,17.29,3.5,True,None
75,0.0,1.0,0.0,0.75,0.5,5.0,0.0,0.0,0.0,0.0,13.17,2.25,True,Minimal Dye with Increased Cysteine Variation
76,0.0,1.0,0.0,1.0,0.75,5.0,0.75,0.0,0.0,0.75,15.17,4.25,True,None
77,0.0,1.0,0.0,0.25,0.75,5.0,1.0,0.0,0.0,0.0,8.0,3.0,True,None
78,0.0,2.25,0.0,0.0,1.25,2.0,0.0,0.0,0.0,0.75,10.52,4.25,True,None
79,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.48,5.0,True,None
80,0.0,2.5,0.0,0.0,0.25,1.8,0.0,0.0,0.0,1.75,9.08,4.5,True,None
81,0.0,0.0,0.0,0.0,0.0,5.0,1.75,0.0,0.0,2.5,0.07,4.25,True,None
82,0.0,1.0,0.0,0.75,1.0,2.6,0.0,0.0,0.0,0.75,15.53,3.4999999999999996,True,None
83,0.0,2.25,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.98,4.25,True,None
84,0.0,0.0,2.25,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,4.75,True,None
85,0.0,2.5,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.59,4.25,True,None
86,2.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.25,True,None
87,0.0,1.0,0.0,0.75,0.75,4.0,0.0,0.25,0.0,0.5,3.75,3.25,True,None
88,0.0,0.75,0.25,0.75,0.25,4.0,0.5,0.0,0.0,0.5,1.86,3.0,True,None
89,0.0,1.0,0.0,0.75,0.25,4.6,0.25,0.0,0.0,0.5,12.99,2.75,True,None
90,0.0,1.0,0.0,0.75,1.0,5.0,0.0,0.0,0.0,0.0,14.83,2.75,True,Refined L-Cysteine and NaOH Variation
91,0.0,0.75,0.0,0.5,0.75,5.0,0.0,0.0,1.0,0.0,0.77,3.0,True,SDS Introduction with Higher Cysteine Variation
92,0.0,1.0,0.25,0.75,0.5,5.0,0.0,0.0,0.0,0.0,2.09,2.5,True,Minimal Dye with Increased Cysteine Variation
93,0.0,1.0,0.0,0.5,0.25,5.0,0.0,0.0,0.0,0.0,8.14,1.75,True,High L-Cysteine with Low Ionic Strength Variation
94,0.0,0.75,0.0,0.75,1.0,3.4000000000000004,0.5,0.0,0.0,0.5,11.44,3.5,True,None
95,0.0,1.0,0.0,1.0,0.75,4.800000000000001,0.5,0.0,0.0,0.0,15.87,3.25,True,None
96,0.0,1.5,0.0,1.0,0.5,5.0,0.25,0.0,0.0,0.25,16.23,3.5,True,None
97,0.0,1.25,0.0,1.5,0.5,4.4,0.5,0.0,0.0,0.25,13.3,4.0,True,None
98,0.0,0.75,0.0,0.25,0.75,4.2,0.5,0.0,0.0,0.5,14.81,2.75,True,None
99,0.0,1.75,0.0,0.5,0.25,4.800000000000001,0.5,0.0,0.0,0.5,11.99,3.5,True,None
100,0.0,1.75,0.0,0.75,1.0,5.0,0.25,0.0,0.0,0.25,19.21,4.0,True,None
101,0.0,1.75,0.0,0.75,1.0,5.0,0.5,0.0,0.0,0.25,13.55,4.25,True,None
102,0.0,1.5,0.0,0.5,0.75,5.0,0.0,0.0,0.0,0.25,19.47,3.0,True,None
103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,2.5,0.0,0.0,5.0,True,None
104,0.0,1.5,0.0,0.75,0.75,5.0,0.0,0.0,0.0,0.5,21.56,3.5,True,None
105,0.0,1.75,0.0,0.5,0.75,5.0,0.0,0.0,0.0,0.5,21.35,3.5,True,None
