iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
25,0.25,0.0,0.0,0.0,0.25,1.2,0.0,1.0,0.5,1.5,0.02,3.5,True,None
26,0.0,0.0,0.25,0.0,0.0,4.0,0.75,1.5,0.0,0.0,0.0,2.5,True,None
27,1.5,0.0,1.0,0.25,0.0,1.2,1.0,0.0,0.0,0.0,0.0,3.75,True,None
28,0.0,0.0,0.25,1.5,0.0,1.0,0.0,0.0,1.5,0.0,0.01,3.25,True,None
29,0.25,0.25,0.0,0.0,0.25,1.4,1.25,1.5,0.0,0.0,0.0,3.5000000000000004,True,None
30,0.0,1.25,1.0,0.0,0.0,3.2,1.0,0.0,0.0,0.0,0.01,3.25,True,None
31,0.25,1.5,0.25,0.0,1.25,1.2,0.0,0.25,0.0,0.0,0.23,3.5,True,None
32,1.25,0.0,0.0,1.25,0.0,2.6,0.25,0.25,0.0,0.0,0.04,2.9999999999999996,True,None
33,0.0,0.0,1.75,0.0,0.25,2.8,0.0,0.0,0.0,0.75,0.0,2.75,True,None
34,0.0,1.5,0.0,1.0,1.5,5.0,0.0,0.0,0.0,0.0,15.21,4.0,True,Optimized L-Cysteine and NaOH
35,0.0,1.0,0.0,0.5,1.5,5.0,0.0,0.0,0.0,0.0,8.22,3.0,True,Minimized Dye Concentration
36,0.0,1.0,0.0,1.5,0.5,5.0,0.0,0.0,0.0,0.0,14.8,3.0,True,Exploring Higher NaCl Concentration
37,0.0,0.0,0.0,0.25,0.0,1.8,0.0,1.75,1.25,0.0,0.01,3.25,True,None
38,0.0,0.0,0.25,0.0,0.25,3.2,1.25,0.0,0.0,1.5,0.22,3.25,True,None
39,0.0,1.0,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.0,20.21,2.7500000000000004,True,None
40,0.0,1.0,0.5,1.25,0.5,3.0,0.25,0.0,0.0,0.0,0.51,3.5,True,None
41,0.0,1.5,0.0,1.0,0.75,4.4,0.0,0.0,0.0,0.25,22.42,3.5,True,None
42,0.0,1.5,0.0,1.0,0.75,4.6,0.0,0.0,0.0,0.25,22.59,3.5,True,None
43,0.0,1.0,0.0,0.25,1.25,3.0,0.0,0.25,0.0,0.25,2.28,3.0,True,None
44,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.75,1.25,0.02,3.5,True,None
45,0.0,0.5,0.0,1.25,0.25,4.2,0.25,0.75,0.0,0.0,0.11,3.0,True,None
46,0.75,1.5,0.0,0.0,0.25,3.4000000000000004,0.25,0.0,0.0,0.0,0.11,2.75,True,None
47,0.0,0.0,0.0,0.75,1.0,3.8000000000000003,0.0,0.0,0.0,1.25,3.79,3.0000000000000004,True,None
48,0.0,1.5,0.0,1.0,0.5,5.0,0.0,0.0,0.0,0.0,16.41,3.0,True,Refined L-Cysteine and NaOH Optimization
49,0.0,1.5,0.0,1.5,0.75,5.0,0.0,0.0,0.0,0.0,19.07,3.75,True,Minimized Dye Concentration with Enhanced NaCl
50,0.0,1.25,0.0,1.0,0.75,5.0,0.0,0.0,0.25,0.0,12.65,3.25,True,Balanced Surfactant and Hole Scavenger
51,0.0,1.25,0.0,2.0,0.5,5.0,0.0,0.0,0.0,0.0,12.24,3.75,True,Exploring Higher NaCl Concentration with Reduced L-Cysteine
52,0.75,0.25,0.0,0.75,1.0,3.8000000000000003,0.0,0.0,0.0,0.0,0.1,2.7500000000000004,True,None
53,0.0,1.0,0.5,0.5,0.5,4.2,0.0,0.0,0.0,0.0,0.5,2.5,True,None
54,0.0,1.25,0.0,1.25,0.75,4.0,0.0,0.0,0.0,0.0,20.85,3.25,True,None
55,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.25,0.0,1.25,0.03,4.0,True,None
56,0.0,0.75,0.0,1.25,0.25,4.0,0.0,0.0,0.0,0.75,14.68,3.0,True,None
57,0.25,1.25,0.75,0.0,0.0,1.0,1.25,0.25,0.0,0.0,0.0,3.75,True,None
58,0.0,1.5,0.25,0.25,0.0,1.2,0.0,0.0,0.25,1.5,0.69,3.75,True,None
59,0.0,0.25,0.0,0.0,1.25,1.0,0.75,0.0,0.0,1.25,0.69,3.5,True,None
60,0.0,0.0,0.5,0.25,0.0,1.0,1.5,0.5,1.25,0.0,0.0,4.0,True,None
61,0.0,0.0,0.0,0.5,1.25,2.0,1.5,0.0,0.0,0.0,0.22,3.25,True,None
62,0.0,1.5,0.0,1.5,0.5,5.0,0.0,0.0,0.0,0.0,15.17,3.5,True,Minimized Dye Concentration with Enhanced NaCl
63,0.0,1.25,0.0,1.0,0.5,5.0,0.0,0.0,0.5,0.0,5.06,3.25,True,Balanced Surfactant and Hole Scavenger
64,0.0,2.0,0.25,1.0,0.75,5.0,0.0,0.0,0.0,0.0,2.81,4.0,True,Exploring Low Dye Concentration with High L-Cysteine
65,0.0,2.0,0.25,0.0,0.0,1.6,0.0,1.0,0.0,0.0,0.01,3.2499999999999996,True,None
66,0.0,1.25,0.0,0.25,0.25,3.6,0.0,0.25,0.0,1.0,2.64,2.9999999999999996,True,None
67,1.0,0.0,0.0,0.0,0.0,4.2,1.25,0.0,0.5,0.0,0.03,2.75,True,None
68,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,0.0,0.5,1.5,0.75,0.02,2.75,True,None
69,0.0,1.25,0.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,13.44,3.0,True,None
70,1.25,0.25,1.25,0.0,1.0,1.8,0.0,0.0,0.0,0.0,0.01,3.75,True,None
71,0.0,0.0,0.25,0.0,2.0,2.2,0.0,0.5,0.0,0.0,0.02,2.75,True,None
72,0.75,1.75,0.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.04,3.75,True,None
73,1.5,0.0,0.0,0.0,0.0,1.0,0.25,0.75,1.25,0.0,0.0,3.75,True,None
74,0.0,0.5,0.0,1.0,0.75,4.0,0.5,0.0,0.0,0.25,13.89,3.0,True,None
75,0.0,0.0,0.25,1.25,0.0,2.8,0.25,0.0,0.25,1.25,0.39,3.25,True,None
76,0.0,2.0,0.5,1.0,0.75,5.0,0.0,0.0,0.0,0.0,0.16,4.25,True,Exploring Low Dye Concentration with High L-Cysteine
77,0.0,1.0,0.0,1.0,0.25,4.6,0.25,0.0,0.0,0.75,13.69,3.25,True,None
78,0.25,1.0,0.0,1.0,0.5,3.8000000000000003,0.25,0.0,0.0,0.25,7.63,3.2500000000000004,True,None
79,0.0,0.0,0.0,1.0,0.25,4.800000000000001,1.0,0.0,0.5,0.0,1.7,2.75,True,None
80,0.0,0.5,0.0,1.0,1.0,4.2,0.0,0.25,0.0,0.0,2.19,2.75,True,None
81,0.0,0.25,0.0,1.25,0.5,4.800000000000001,0.25,0.0,0.0,0.5,11.63,2.75,True,None
82,0.0,0.0,0.75,1.0,0.0,4.800000000000001,0.5,0.0,0.0,0.75,0.04,3.0,True,None
83,0.0,1.0,0.0,1.0,1.0,4.4,0.0,0.0,0.0,0.25,21.57,3.25,True,None
84,0.0,1.25,0.0,1.0,0.5,4.6,0.0,0.0,0.0,0.25,17.44,3.0,True,None
85,0.0,1.25,0.0,1.0,1.0,4.4,0.0,0.0,0.0,0.25,22.56,3.5,True,None
86,0.0,0.25,1.25,0.0,0.0,2.6,0.25,1.5,0.0,0.0,0.0,3.2499999999999996,True,None
87,0.0,0.0,0.5,0.0,1.0,4.6,1.0,0.0,0.0,0.5,0.06,3.0,True,None
88,1.5,0.0,0.0,0.0,0.0,2.0,0.0,1.5,0.0,0.5,0.0,3.5,True,None
89,0.0,1.0,0.0,1.0,0.5,5.0,0.0,0.0,0.5,0.0,4.5,3.0,True,Balanced Surfactant and Hole Scavenger
90,0.0,2.0,0.0,1.0,0.75,5.0,0.0,0.0,0.0,0.0,19.1,3.75,True,Exploring Low Dye Concentration with High L-Cysteine
91,0.0,0.25,1.0,1.75,0.0,1.0,0.0,0.25,0.0,0.25,0.03,3.5,True,None
92,0.0,1.0,0.0,1.25,0.75,4.4,0.0,0.0,0.0,0.5,26.12,3.5,True,None
93,0.0,0.75,0.0,0.75,0.75,4.0,0.0,0.0,0.0,0.75,23.89,3.0,True,None
94,0.0,0.5,0.0,0.5,0.75,4.0,0.25,0.0,0.5,0.75,4.12,3.25,True,None
95,0.25,0.0,0.0,0.25,0.0,4.800000000000001,0.0,1.0,1.25,0.0,0.02,2.75,True,None
96,0.25,0.0,0.0,0.0,0.0,1.0,2.0,0.25,0.0,0.75,0.05,3.25,True,None
97,0.0,1.0,0.0,0.75,1.0,3.6,0.0,0.0,0.0,0.25,19.78,2.9999999999999996,True,None
98,0.0,0.75,0.0,0.75,0.75,4.0,0.0,0.25,0.0,0.75,3.37,3.25,True,None
99,0.0,0.75,0.0,1.0,0.75,4.0,0.0,0.0,0.0,0.5,25.05,3.0,True,None
100,1.25,0.0,0.25,0.0,0.0,4.6,0.0,0.0,0.0,1.0,0.01,2.5,True,None
101,0.0,0.0,0.0,1.25,1.5,2.4000000000000004,0.0,0.0,0.0,0.0,1.71,2.75,True,None
102,1.25,0.0,0.25,0.0,0.0,2.8,0.0,0.0,1.0,1.0,0.01,3.5,True,None
103,0.0,0.0,0.75,1.5,1.25,1.0,0.0,0.0,0.0,0.5,0.01,4.0,True,None
104,0.0,1.0,0.0,1.5,0.75,5.0,0.0,0.0,0.5,0.0,4.61,3.75,True,Balanced Surfactant and Hole Scavenger
105,0.25,0.0,1.25,0.0,0.5,2.8,0.0,0.25,1.25,0.0,0.0,3.5,True,None
