iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
43,0.25,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.5,0.25,0.0,3.5,True,None
44,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,True,None
45,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,17.03,4.0,True,None
46,0.0,0.0,0.0,1.25,0.75,4.0,0.0,1.0,0.0,0.0,0.05,3.0,True,None
47,0.0,0.0,0.0,0.0,0.5,4.6,0.0,1.0,0.25,1.25,0.02,3.0,True,None
48,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.13,5.0,True,None
49,0.0,2.5,0.0,0.0,2.0,2.2,0.0,0.0,0.0,0.0,14.5,4.5,True,Maximized L-Cysteine and NaOH
50,0.0,1.0,0.0,0.0,2.0,4.2,0.0,0.0,0.0,0.0,7.58,3.0,True,Minimized Dye Concentration with High P10-MIX1
51,0.25,0.0,0.0,0.75,0.25,2.2,0.0,0.25,0.0,1.75,0.48,3.25,True,None
52,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.21,4.0,True,None
53,0.75,1.25,0.75,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.01,3.5,True,None
54,0.25,1.25,0.0,0.0,0.0,4.800000000000001,0.0,1.0,0.0,0.0,0.02,2.5,True,None
55,0.5,0.0,0.25,0.0,1.5,1.0,0.75,0.5,0.0,0.25,0.02,3.75,True,None
56,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.02,5.0,True,None
57,0.5,0.5,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.25,True,None
58,0.0,1.25,0.25,0.0,0.25,2.6,0.0,0.25,1.25,0.0,0.06,3.2499999999999996,True,None
59,0.0,1.25,0.0,1.0,1.25,1.0,0.0,0.0,0.0,0.0,4.06,3.5,True,None
60,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,1.25,0.03,3.5,True,None
61,0.0,3.25,0.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,4.45,4.75,True,None
62,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.02,5.0,True,Maximized L-Cysteine and NaOH
63,0.0,1.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.33,2.5,True,Surfactant-Free Environment
64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.29,5.0,True,None
65,0.0,0.0,0.0,0.0,0.0,5.0,2.25,0.0,2.0,0.0,0.0,4.25,True,None
66,0.5,0.0,0.0,0.0,1.25,3.4000000000000004,1.25,0.0,0.0,0.0,0.19,3.0,True,None
67,0.0,0.0,0.0,1.25,0.25,4.800000000000001,1.0,0.0,0.0,0.0,3.15,2.5,True,None
68,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.25,0.0,1.0,0.0,3.25,True,None
69,0.0,0.0,0.0,0.5,0.0,3.4000000000000004,1.25,0.0,0.0,1.25,0.89,3.0,True,None
70,2.0,0.0,0.0,0.0,2.75,5.0,0.0,0.0,0.0,0.0,0.0,4.75,True,None
71,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2.25,0.0,0.0,0.0,4.75,True,None
72,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,None
73,0.0,0.25,0.25,1.5,0.25,1.0,0.25,1.25,0.0,0.0,0.0,3.75,True,None
74,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,True,None
75,0.0,0.0,0.75,0.0,1.25,1.4,0.0,0.0,0.0,1.5,0.01,3.5000000000000004,True,None
76,0.0,2.5,0.0,0.0,2.5,2.2,0.0,0.0,0.0,0.0,12.11,5.0,True,Maximized L-Cysteine and NaOH
77,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.92,0.0,True,High P10-MIX1 with Minimal Additives
78,0.0,1.0,0.0,0.0,2.0,4.4,0.0,0.0,0.0,0.0,7.62,3.0,True,Minimized Dye Concentration with High P10-MIX1
79,0.5,0.0,0.0,1.25,0.0,3.4000000000000004,0.5,0.0,1.0,0.0,0.25,3.25,True,None
80,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.5,1.75,0.25,0.0,3.5,True,None
81,0.0,0.25,1.0,1.25,0.0,4.0,0.0,0.0,0.0,0.5,0.02,3.0,True,None
82,1.0,0.0,0.0,1.0,0.0,4.800000000000001,0.0,0.75,0.0,0.25,0.01,3.0,True,None
83,1.25,1.0,0.0,0.0,1.0,2.4000000000000004,0.0,0.25,0.0,0.0,0.06,3.5,True,None
84,0.0,0.25,0.0,0.0,1.25,4.800000000000001,1.0,0.0,0.0,0.0,1.94,2.5,True,None
85,0.0,1.25,0.0,0.0,1.0,1.4,1.0,0.25,0.25,0.0,0.5,3.7500000000000004,True,None
86,1.75,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.75,0.0,0.0,3.75,True,None
87,0.0,1.5,0.0,0.75,0.0,3.0,0.0,0.0,0.0,1.25,8.54,3.5,True,None
88,0.0,0.5,1.0,0.0,0.25,2.4000000000000004,1.5,0.0,0.0,0.0,0.0,3.25,True,None
89,0.25,0.75,0.0,0.0,0.0,3.6,0.0,0.0,1.0,1.25,0.33,3.2499999999999996,True,None
90,0.0,1.25,1.0,0.25,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.5,True,None
91,0.0,1.5,0.0,0.5,0.75,3.0,0.25,0.0,0.0,0.25,11.47,3.25,True,None
92,0.0,1.5,0.0,0.0,0.25,1.0,0.0,0.25,0.0,1.5,1.08,3.5,True,None
93,0.0,1.0,0.0,1.0,0.75,3.6,0.5,0.0,0.0,0.0,13.49,3.2499999999999996,True,None
94,0.25,1.25,0.0,1.25,0.0,3.6,0.25,0.0,0.0,0.0,3.24,2.9999999999999996,True,None
95,0.0,0.75,0.0,0.75,0.75,2.6,0.75,0.0,0.0,0.5,8.54,3.4999999999999996,True,None
96,0.0,0.75,0.0,0.75,1.0,3.6,0.0,0.0,0.0,0.25,17.3,2.7499999999999996,True,None
97,0.0,0.75,0.0,0.75,1.0,3.4000000000000004,0.0,0.0,0.0,0.0,14.23,2.5,True,None
98,0.0,1.0,0.0,0.75,0.75,3.2,0.0,0.0,0.0,0.75,23.11,3.25,True,None
99,0.0,0.5,0.0,1.0,0.5,3.4000000000000004,0.0,0.25,0.0,0.75,2.59,3.0,True,None
100,0.0,0.75,0.0,0.5,0.75,3.0,0.25,0.0,0.25,0.75,8.41,3.25,True,None
101,0.0,1.0,0.0,0.5,1.0,4.800000000000001,0.0,0.0,0.25,0.25,9.88,3.0,True,None
102,0.25,1.0,0.0,0.75,1.0,3.6,0.0,0.0,0.0,0.0,7.12,2.9999999999999996,True,None
103,0.0,0.5,0.0,1.0,1.0,3.4000000000000004,0.25,0.0,0.0,0.5,12.38,3.25,True,None
104,0.0,0.0,2.5,0.0,1.75,5.0,0.0,0.0,0.0,0.0,0.0,4.25,True,None
105,0.0,1.0,0.0,0.5,0.75,3.0,0.0,0.0,0.0,0.75,19.31,3.0,True,None
