iteration,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,constraint,allowed,hypotheses
17,0.0,0.0,0.0,1.25,0.5,4.4,0.25,0.0,0.0,0.0,6.41,2.0,True,None
18,0.0,0.0,0.0,1.25,0.5,4.4,0.25,0.0,0.0,0.25,7.02,2.25,True,None
19,0.0,0.0,0.0,1.5,0.5,4.4,0.25,0.0,0.0,0.5,7.54,2.75,True,None
20,0.0,0.0,0.0,1.5,0.5,4.6,0.25,0.25,0.0,0.5,1.41,3.0,True,None
21,0.0,0.0,0.0,1.25,0.5,4.0,0.25,0.0,0.0,0.25,6.72,2.25,True,None
22,0.0,0.0,0.25,1.0,0.5,4.4,0.25,0.0,0.25,0.75,0.85,3.0,True,None
23,0.0,0.0,0.0,1.5,0.5,4.2,0.25,0.0,0.0,0.25,7.35,2.5,True,None
24,0.0,0.0,0.0,1.25,0.5,4.2,0.25,0.0,0.0,0.25,6.93,2.25,True,None
25,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.48,3.0,True,None
26,0.0,3.25,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,4.66,3.25,True,None
27,0.0,0.5,0.0,0.0,1.5,4.4,0.0,0.0,0.0,0.0,3.46,2.0,True,Optimized Alkaline Environment
28,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.93,0.0,True,High P10-MIX1 with Minimal Additives
29,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.1,2.0,True,L-Cysteine and NaOH Synergy
30,0.0,0.0,0.0,0.0,1.5,4.0,0.0,0.0,0.0,0.0,1.27,1.5,True,Minimal Dyes with High NaOH
31,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.0,1.43,0.25,True,Exploring Surfactant Effects
32,0.0,1.0,0.0,0.0,1.0,2.8,0.0,0.0,0.0,0.0,9.73,2.0,True,None
33,0.0,1.25,0.0,0.0,1.0,2.8,0.0,0.0,0.0,0.0,9.37,2.25,True,None
34,0.0,1.0,0.0,0.0,1.25,2.8,0.0,0.0,0.0,0.0,8.79,2.25,True,None
35,0.0,1.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.25,12.36,2.0,True,None
36,0.0,1.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.5,13.71,2.25,True,None
37,0.0,1.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.5,13.15,2.0,True,None
38,0.0,1.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.75,13.98,2.25,True,None
39,0.25,1.0,0.0,0.0,1.0,3.2,0.0,0.0,0.25,0.75,3.95,3.25,True,None
40,0.0,1.0,0.0,0.0,0.5,2.6,0.0,0.0,0.0,0.5,12.04,1.9999999999999996,True,None
41,0.0,1.0,0.0,0.0,0.5,2.8,0.0,0.0,0.0,0.5,12.65,2.0,True,None
42,0.0,1.0,0.0,0.0,0.5,2.8,0.0,0.0,0.0,0.75,13.42,2.25,True,None
43,0.0,1.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,9.97,1.5,True,Optimized Alkaline Environment with L-Cysteine
44,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,0.0,0.87,0.5,True,Exploring Surfactant Effects
45,0.0,1.25,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.75,13.86,2.5,True,None
46,0.0,1.0,0.0,0.0,0.5,3.0,0.25,0.0,0.0,0.5,10.11,2.25,True,None
47,0.0,1.25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.25,9.03,2.5,True,None
48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,True,None
49,0.0,1.0,0.25,0.0,0.75,2.8,0.0,0.5,0.0,0.75,0.06,3.25,True,None
50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.85,4.0,True,None
51,4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.48,4.5,True,None
52,0.0,1.25,0.0,0.5,0.5,3.6,0.0,0.0,0.0,0.75,17.45,2.9999999999999996,True,None
53,0.0,1.25,0.0,0.5,0.25,3.4000000000000004,0.0,0.0,0.0,0.5,11.87,2.5,True,None
54,0.0,1.0,0.0,0.5,0.75,4.0,0.0,0.0,0.0,1.0,21.32,3.25,True,None
55,0.0,1.0,0.0,0.75,0.0,4.4,0.0,0.0,0.25,1.0,6.19,3.0,True,None
56,0.0,0.75,0.25,0.5,0.75,3.8000000000000003,0.0,0.0,0.0,0.75,2.36,3.0000000000000004,True,None
57,0.0,1.0,0.0,0.0,0.25,4.6,0.5,0.25,0.0,0.75,2.2,2.75,True,None
58,0.0,1.0,0.0,0.5,0.5,4.0,0.0,0.0,0.0,1.0,19.2,3.0,True,None
59,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.01,4.0,True,None
60,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,True,None
61,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,True,None
62,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.09,3.0,True,None
63,0.0,0.0,0.0,4.75,0.0,4.800000000000001,0.0,0.0,0.0,0.0,0.8,4.75,True,None
64,0.0,1.0,0.0,0.0,1.5,4.4,0.0,0.0,0.0,0.0,7.95,2.5,True,Optimized Alkaline Environment with L-Cysteine
65,0.0,1.5,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.4,2.5,True,L-Cysteine and NaOH Synergy
66,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.59,2.0,True,New Hypothesis: L-Cysteine Maximization
67,0.0,0.0,0.0,0.0,3.75,1.0,0.0,0.0,0.0,0.5,0.05,4.25,True,None
68,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.75,0.0,0.0,3.75,True,None
69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.5,0.01,3.5,True,None
70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,0.0,0.0,3.25,True,None
71,3.5,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.07,3.5,True,None
72,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.01,4.5,True,None
73,0.0,0.0,0.0,3.75,0.0,1.2,0.0,0.0,0.0,0.0,0.16,3.75,True,None
74,2.25,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.25,True,None
75,0.0,0.0,0.0,0.0,0.0,2.6,2.25,2.25,0.0,0.0,0.0,4.5,True,None
76,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,True,None
77,0.0,1.25,0.0,0.5,0.0,3.6,0.25,0.0,0.0,1.0,6.92,2.9999999999999996,True,None
78,0.0,1.0,0.0,0.0,1.5,4.0,0.0,0.0,0.0,0.0,8.07,2.5,True,Optimized Alkaline Environment with L-Cysteine
79,0.25,1.0,0.0,0.75,0.5,4.6,0.0,0.0,0.0,0.75,8.15,3.25,True,None
80,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.25,0.0,4.25,True,None
81,0.0,0.5,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.25,5.79,1.75,True,None
82,0.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0,0.0,2.5,0.01,4.75,True,None
83,1.75,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.5,0.0,0.0,4.25,True,None
84,0.0,1.25,0.0,0.25,0.5,4.0,0.25,0.0,0.0,1.0,14.91,3.25,True,None
85,0.0,4.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.95,4.75,True,None
86,0.0,0.0,0.0,2.5,0.0,1.0,2.25,0.0,0.0,0.0,0.01,4.75,True,None
87,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,True,None
88,0.0,2.5,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,True,None
89,1.75,2.5,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,0.0,0.0,4.25,True,None
90,0.0,0.0,2.25,0.0,0.0,5.0,2.25,0.0,0.0,0.0,0.0,4.5,True,None
91,0.0,1.0,0.0,0.0,1.5,4.2,0.0,0.0,0.0,0.0,8.02,2.5,True,Optimized Alkaline Environment with L-Cysteine
92,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.75,0.0,0.64,0.75,True,Exploring Surfactant Effects
93,0.0,1.5,0.0,0.0,0.5,4.2,0.0,0.25,0.0,0.25,2.68,2.5,True,None
94,0.0,1.0,0.0,0.5,0.75,3.8000000000000003,0.0,0.0,0.0,1.0,21.48,3.2500000000000004,True,None
95,2.5,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.0,0.0,0.0,4.75,True,None
96,0.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0,2.25,0.0,0.0,4.5,True,None
97,0.0,2.5,0.0,0.0,0.0,1.0,2.25,0.0,0.0,0.0,0.06,4.75,True,None
98,0.0,0.0,0.0,0.0,2.25,5.0,2.25,0.0,0.0,0.0,0.0,4.5,True,None
99,0.0,0.0,0.0,1.75,0.0,1.6,0.0,0.25,0.0,2.5,0.34,4.5,True,None
100,0.0,0.0,0.0,2.75,0.0,3.2,0.0,0.0,1.75,0.0,0.01,4.5,True,None
101,0.0,0.0,0.0,0.0,2.25,1.0,2.0,0.0,0.0,0.0,0.0,4.25,True,None
102,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.25,2.25,0.0,0.0,4.5,True,None
103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.0,2.25,0.0,4.5,True,None
104,0.0,0.0,2.75,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,4.25,True,None
105,0.0,0.0,0.0,2.25,2.25,1.0,0.0,0.0,0.0,0.0,0.18,4.5,True,None
