iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
28,-2.229529602298356,6.5434963353773625,-0.5031913711425398,3.043660912662361,-1.3858450677267833,3.833410108788576,-1.1657144322909294,1.0738699021492637,-2.924045524127915,-1.1930722442796584,770.813,None
29,1.9125435015365637,-1.0790812527579638,2.2276376529620188,6.441058173044817,-5.014819449454347,-0.28413405791820917,1.9106764697678829,2.9260168274325213,-1.109836716996193,-0.8007612671248615,776.231,None
30,-5.479508808731166,5.377790692279216,1.535547617767862,-4.788894549035759,-1.1676057353986604,-1.4831570191877395,6.319570007235107,-8.484618962139336,5.620950934817573,10.0,715.95,None
31,4.592808293719565,-10.0,2.9918516285883574,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,312.376,None
32,0.8257704816786549,0.1644897750189856,1.3485815710889577,2.3579557503180317,0.037348647864729745,2.352200176387973,2.4586472732813838,2.2582741597648375,-2.381659158445925,-5.8853766120951585,788.85,None
33,-1.326684548101703,3.464541226873679,4.021458664865181,3.526243231943821,-3.9625078743318003,1.1334375540790826,2.7461190733565792,-2.684654806640365,2.1551322671909796,0.36469552483920503,788.866,None
34,10.0,-6.773,-10.0,-10.0,10.0,-10.0,10.0,-9.606,10.0,10.0,247.58,Exploring Upper Bound with Negative Values
35,-10.0,10.0,-10.0,-10.0,10.0,10.0,-10.0,-10.0,10.0,10.0,183.809,Mixed Extreme Values Exploration
36,-10.0,10.0,10.0,2.5608415968656555,-9.617078618987158,-3.143192409226837,10.0,-9.91089166923211,-7.276502593798065,10.0,385.654,None
37,-1.0111093831673368,3.2105483405031037,1.52482258010361,-2.167484495376737,-3.7064343139911173,0.7841842770722999,2.5786770733591706,2.0770552205745645,4.431305721852689,4.028192203950654,787.217,None
38,4.074925057635792,4.917344080728099,5.809372802988107,5.255579508079707,-9.088671905557067,10.0,-2.440298692867467,2.614917840033525,4.108317887539631,-10.0,663.494,None
39,-9.806140831031708,-2.5318669646585685,10.0,-10.0,8.295460591473724,-4.164492901671977,7.219956557673825,-3.0767373219896714,10.0,-10.0,500.141,None
40,-3.044910028713198,2.0972116946992085,1.825252474492188,4.328188315187268,-0.9056632271027374,-3.667644625789709,-1.38252152270598,2.8091882653799978,-0.010554754029394025,0.3498053836336549,786.879,None
41,10.0,1.2613865110244957,-5.055433223190304,-10.0,4.5369911145898225,10.0,0.5824626029402595,10.0,-10.0,-10.0,457.93,None
42,0.9266768482749819,2.578463358030717,-0.3220375066311943,-1.6414745160664845,-0.8698641906264564,4.051041001248626,5.762942816183143,-3.0049689442062446,3.1111378259227394,-0.32521205934295067,775.411,None
43,-0.16225434641907405,10.0,10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,263.35,None
44,0.1438707023246412,4.698480810660711,3.4365902509643527,1.48316442286151,-3.3319015624392754,-0.20790850151980617,1.838395849504022,3.8194897661361287,-2.102648229161637,-1.1717208525410292,786.233,None
45,-8.149710583508941,3.9489493919959258,9.088887986067686,10.0,-4.1041509341688895,4.234493129380058,1.5310848635698089,9.224708217494786,-10.0,-10.0,571.908,None
46,-4.986,0.999,0.767,1.969,-1.406,1.16,3.518,1.252,1.471,4.566,792.232,Slightly Negative Exploration
47,-4.985,1.001,0.767,1.969,-1.407,1.161,3.518,1.252,1.47,4.565,792.246,Slight Variation Exploration
48,0.8594293965797486,4.848401102838069,-2.0907714331920175,2.7788110756097213,-3.4104404675805617,-1.2438584966792945,1.3671607897546727,-0.3088567222315536,0.9904592498332655,5.555301332860909,782.723,None
49,-1.5648361217953577,0.6202867633245666,2.770028791961287,3.419003248639594,-2.9164319978292785,1.5701839612741602,-2.8422716352521418,-1.1701292798434544,-0.6945066353642518,-4.86549075752944,779.779,None
50,10.0,-10.0,2.203381600905116,0.6915980982540892,3.1999921667124154,-4.826282083886786,2.4306593594324966,5.945179351118935,1.8388841604978177,-10.0,632.534,None
51,10.0,-6.965675589116182,10.0,-10.0,-10.0,10.0,6.997244561210169,-10.0,10.0,-3.523358095357248,309.625,None
52,-1.3099263510445618,2.2013176417405176,1.8689672072951178,3.8390126946790404,-1.1644091629153361,3.938285894610232,1.5604284873636292,2.3973833497020722,3.4951205932033957,-0.620735395396954,797.648,None
53,-3.2792768227284275,5.17506784539469,2.156075235363579,-0.8733060041796309,-0.09018203623048154,-0.7867671633587177,0.9478667374466906,-1.601575173728204,1.9618449961998423,2.468741969373307,783.363,None
54,1.7840822085239807,-0.08765787123685674,-3.19198842877465,2.2018050487799465,-0.46429056101641636,1.0158132352076705,2.0658830714646284,3.250252663268271,0.6295137588887308,0.7789249770072685,796.099,None
55,4.580640438547681,3.8224562113937646,0.2010415927573119,-0.7495547769896582,4.575127260617603,0.1278840725593807,3.718030553535464,-1.7871110335580689,5.720296318162618,-8.957772303556155,771.109,None
56,-1.2564529047402855,1.7100130087146885,1.769228444655846,1.815206014234391,-3.130588345330374,1.738650706663659,-1.068437886405296,2.1135934464097272,0.07984850515870026,3.204729657955332,792.405,None
57,-0.088,1.84,0.337,3.752,0.081,-0.617,5.408,0.27,2.825,-0.254,790.742,Slightly Negative and Positive Exploration
58,4.818,3.472,-0.645,3.346,-0.268,1.989,-0.571,0.529,1.336,-2.458,796.88,Exploring Positive and Negative Balance
59,3.230167528311636,1.9996784306022748,0.3190820841758729,-1.8884263761876168,2.862841152613194,3.4399784717753703,0.8056092101059282,2.285379986341303,2.3681455480088003,-2.3451632721061846,794.221,None
60,1.189943996755817,-0.9534954483244895,-1.8326835869387599,3.0570756265657217,2.5785127974545805,-0.1450232434793049,-2.5405007641697557,0.9321359075800348,-2.4371162280085543,-1.9566741211445513,781.444,None
61,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-7.365755514599985,-10.0,-10.0,261.856,None
62,3.7618563189795484,3.2530951945630795,-2.898900258872556,-2.5035373242158316,-0.20191428924256571,-2.0682889548112766,1.0471683997011734,-0.14100457549182555,0.8878813410156139,-2.1352957813655857,780.651,None
63,1.1764133666377712,4.256338986503917,5.960685386342619,3.7638596347617908,1.5272486165924766,5.654252731026033,0.8397232422190078,0.4957682617636884,0.14153911485930673,-4.970223311917165,770.682,None
64,-5.551059056796137,-0.0183115885797923,1.1413275166627739,3.955654575469415,-4.397694860641853,-2.8010867187323116,0.5969436460927002,-2.7092086125607024,6.347807563625735,3.719817888545229,747.802,None
65,-4.013574384576097,-2.1833099582382984,0.11316626173727579,0.1391278305068804,-1.2903446951460875,0.7268441069021202,1.6606913784988875,2.366627440025742,-1.3677045409990842,-0.7466484627071807,791.01,None
66,-10.0,-10.0,6.853079562527505,10.0,10.0,10.0,-10.0,10.0,10.0,-10.0,274.197,None
67,1.859,2.154,0.057,1.728,-0.466,2.791,1.96,1.0,1.932,1.108,802.15,Slightly Positive Exploration
68,-10.0,-0.464,-0.377,-10.0,-5.486,10.0,10.0,10.0,1.619,10.0,455.835,Extreme Negative Exploration
69,-4.684412522371868,3.96058443609907,4.481535640132033,1.1148764771558284,-4.326480066809522,3.164397468656924,2.995699263024895,1.2030879304157645,2.40444717464281,-3.2688606105761586,791.928,None
70,-1.3434091188103094,0.38778019931386115,3.697592232253834,1.077417833029845,-0.8004241960809331,1.7781090045522767,3.9033082045611693,2.5408991986810356,2.046437345878803,0.48705437424775905,799.658,None
71,-2.8145511892700346,6.162287835403752,5.289482862263276,6.74602963015974,-4.621465005890687,1.126905191451797,0.8303785055954532,2.2073598268841437,2.0890581267808392,-0.16852960617929325,753.212,None
72,-1.710904300714914,0.0648755971512368,0.5852862340505616,0.5203247227635982,-2.0029130905845043,-4.616942942614898,1.2165970878133143,1.384254093313878,-1.3118006993874698,4.940373277027212,789.118,None
73,-3.0657534624604295,1.7944836596398137,0.28381801607035984,1.1428943820655317,-3.915956172533435,-1.0313330056078256,1.3897156489445892,0.22681833777886404,0.304831794414167,0.5629053367645201,794.367,None
74,-4.657311926348984,1.1159342152310872,3.099500516916902,2.1106656328961284,-0.11235423123423717,4.437802334229783,3.410514157580681,-2.3953417580546232,1.921528731303727,-3.0570657222544693,787.462,None
75,-0.12290839267180549,-0.5170828181778809,0.011339296577184174,2.148688303526048,0.7710604038178319,-0.25768066366040454,1.069602587217607,1.6290280285351104,3.0401064469350922,3.6240797493827768,802.931,None
76,0.21,3.329,1.9,0.06,-1.261,3.343,1.634,0.265,3.198,-5.902,795.485,Balanced Positive and Negative Exploration
77,10.0,10.0,-10.0,9.224,-0.518,-10.0,-3.544,10.0,-10.0,10.0,351.196,Extreme Positive and Negative Exploration
78,2.237774390410892,0.22321063635171873,0.8174922742319696,1.5942264748978894,0.08481603943329041,0.5167656932217672,0.5205003366808905,3.803429043053414,1.8866049714115165,-0.33329710795185896,803.398,None
79,-1.5951357164535094,1.5475636955170426,2.7712273184906215,-1.747945257304147,-0.645535356724285,-0.823179274745752,-3.0286920709890226,2.3971565102457073,-3.9070398120397005,-2.5567709112766326,782.97,None
80,-1.260746242849042,-0.601566588754178,1.1202910395260954,3.176262786725248,0.5390184899229035,-8.016520585932597e-05,1.2011305972752297,1.1524976320844362,-0.15753969330311735,1.6665180652116438,802.53,None
81,-1.0277651354955788,0.4195964862799275,-1.0447996470066823,0.2741619379094415,0.584030403526327,-0.8731304282719676,-0.4087937306523028,1.98477281278832,0.5282415482708707,2.1819551466015827,801.721,None
82,3.6015560245208014,0.7333738491030962,-2.29816547814318,1.6855687556367713,1.5747939296775333,1.4164995386171253,0.6568830374120934,0.07841965169245142,4.384167865876648,-1.39858351808959,794.294,None
83,-0.11932650563297631,1.5735326767787565,2.376419767149742,1.2491142887663407,-0.7120334853386514,-0.46825442872384104,3.52941928562237,-1.877749807429958,2.9289838286410066,6.921426693535644,795.306,None
84,3.0231299049952276,1.4354425663900479,1.5753002461966932,-2.5356593339366316,5.754674582027036,-4.7317859332587044,10.0,-5.374661717485583,-0.08650806062354727,-10.0,690.215,None
85,0.35341857972625423,1.4446885020329645,1.3298054988780437,1.7857319822888822,-0.9020665214721371,-0.7900738508159126,1.8406486484302724,1.6439644000966185,2.0153976038121058,3.2307680312870817,802.807,None
86,9.377893860002782,3.4422623314545904,1.8028577198259914,-5.6589964356524485,5.829996453363926,1.1656389455271299,1.0404292217763278,-4.4398262110132665,2.642711326861268,-4.039042576383828,713.728,None
87,-0.34040756674952743,0.4516910327474138,0.6092001493988998,1.1600963672176463,1.4516268619804158,2.278324189072083,1.6571181550670029,2.0686815823046225,2.119221487871253,-0.08733509684870577,802.739,None
88,-0.6770473400240792,-0.39960666732423106,-1.5031330122367583,1.3103637837181363,0.16776037815628106,-0.11910762746975449,1.509935803688205,-2.4065895126546,0.4291666259050229,4.634701168596707,792.869,None
89,-2.4110256487267545,2.851402902445339,3.6300344109735208,1.3982038167388913,-0.4132559130140878,3.583450160618754,3.474099657222579,-1.715479684339257,5.77685066323678,3.40889459319242,775.5,None
90,2.5429695433410426,-1.1259849071894632,0.7963765376317751,-0.070946771222871,1.2114066540289594,0.874734064047618,1.3985463307234947,2.384749640817339,0.4785475645007782,3.1993165464769637,801.768,None
91,1.7064945158671028,1.1407856720684157,2.080529728516216,1.6103052734780596,-0.9535760215424893,3.8705009556595464,-0.35801421590235116,2.5426642308709235,-0.6113362884854526,-1.8679012533971777,801.213,None
92,-1.5229969572462512,1.1556488407100647,2.2824275788652844,4.001887463881902,-2.739124843794551,3.5927199082523074,3.908708189698428,1.1462780227389349,1.6449033122145404,-3.871466860645161,788.219,None
93,-2.9067369281547517,2.9136663377542855,4.091838118745326,-1.8129860165756146,-1.8508085205120306,4.519795593260071,1.362887347186828,0.1907220845979122,-1.0152571562309174,-1.6995842024105272,781.051,None
94,-1.4584660635804745,6.314470212864307,-0.42190812921235454,2.435737637215118,1.1232326708859337,2.7759059645891475,1.3107315343861383,-4.442032452277465,3.539228947188657,-5.847356487967116,776.454,None
95,0.21206004017719027,-0.755714348908778,0.4040407070352271,0.6278236538722755,-3.419332304084927,-1.440152795359145,7.911703409255438,1.3430286651892545,2.481254282394665,6.642314046403508,789.808,None
96,-6.958195765437039,-10.0,7.862415346803601,9.257887459906565,2.689794184866436,-10.0,10.0,1.9218575919717797,1.22897758851233,10.0,504.246,None
97,6.06766291133583,0.22463550209686728,-0.519411851904468,0.47295162195291346,0.7178683814940343,0.45682252508803123,5.427824532223077,2.751856422682523,1.7693987054958047,0.1621887138894637,774.822,None
98,2.0933288703401245,0.9144431867553274,0.5500598529784775,2.3243070602072753,0.8139622889760476,1.7068572014921395,-0.8822538980620027,1.6976267541586798,1.168531220190799,1.0913734254772682,803.012,None
99,-0.5031117526649722,-0.963013328217204,0.2988373471545789,-0.21175073746775047,-1.2420452874472214,-0.15086934552824785,3.5099176164842185,1.501820195232525,1.7985115670620084,4.715041834720029,800.649,None
100,-1.5358810522282202,4.6530511702156065,0.6034930750246259,-0.24912154091973265,-3.7575299074377395,-1.8185306778854158,7.169552274164633,-1.2334941689738028,3.3255111467933154,6.488276715484562,777.657,None
101,-1.3709171674628617,-0.858946192444084,1.9884030377475324,1.4054304695106874,-4.6057219884622365,-0.6003838311201727,3.780764009933903,6.8441457307839935,1.5153944414941227,3.0418500475128165,786.782,None
102,0.6055740141765609,-0.7954719402945362,-0.5817880353134612,3.8221440178204156,-3.4788860747314154,0.9337066716338621,4.472081924240798,1.1103569591751998,3.7437657845662002,7.474615000287821,792.462,None
103,1.0878949798442668,2.804572901416886,0.502938260153643,1.5128187523108905,0.5777541003326824,1.4707987374911058,-0.06662158995414472,1.0894336212689464,0.8559500349017469,-2.647011187979796,804.076,None
104,0.5265529481991691,-1.212694418192405,0.28171868257648547,0.4908597036283346,-1.107554435634411,-1.3960159607989127,-0.4872465414780956,2.6681909851423935,-1.3071280243316532,-0.5874882275174329,797.342,None
105,-3.4396056300798423,1.1819867316785087,0.5233612770114259,1.4575557741639464,1.0578229202209093,-1.0560638401020777,0.36843924474292655,-1.5706056397222934,-2.1961870534105095,-1.6820485696328842,788.223,None
