iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target,hypotheses
30,-3.782641499263284,2.5087485310386843,5.397988214347368,0.8017964932970645,2.2968281426597708,1.5154349446205948,0.4477740328036571,-0.49047391458897815,-2.9264486678619592,0.4566202474587316,779.693,None
31,-10.0,10.0,10.0,10.0,10.0,-10.0,-10.0,10.0,1.4675774918877875,-10.0,284.789,None
32,10.0,-2.61096072731311,10.0,3.2652459616557015,-1.6336069944383715,-7.847679461719721,3.1535529366663244,0.006640386820547521,-1.0060199844250524,-10.0,659.406,None
33,3.7312311695993188,1.2014948580616345,2.509919149223443,-1.1938028051185345,-0.024046019063270193,-3.2404532383157925,-2.2267613161900432,1.6548627863275438,-2.335278446124979,2.463425002132946,780.478,None
34,-10.0,-10.0,-10.0,10.0,3.214063162765963,10.0,-9.211287186965182,-10.0,10.0,10.0,280.246,None
35,0.8527892247438706,-2.948958505495444,1.793041376689091,2.084279662400329,0.6390017656779713,-2.7894601638028855,-0.5737043016202892,0.7738928649308253,-0.6322841452255498,-1.820876382225081,787.329,None
36,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,231.542,None
37,2.7382592843252946,-1.604924452367227,-0.5928346501720596,1.1451448550745,1.4884963082817997,2.365921903927221,0.6535898877892529,-1.688939705022582,-1.0391978363805767,2.4289448182154425,794.253,None
38,2.513,0.924,10.0,0.549,1.236,-0.377,-1.064,-5.081,-2.463,-2.17,730.332,Maximizing x_2 with Positive Values
39,-2.379,-2.5,-6.032,3.087,-2.711,2.378,4.941,8.758,0.659,1.583,716.28,Exploring Negative Values with High x_2
40,2.1087723117436323,4.771505726667172,0.42831793756505154,4.157831786794802,-1.1413813332291691,0.6024125421506354,-2.998567216140789,3.0199196241688244,-4.240447990734912,-2.9413639311499185,785.163,None
41,-3.075928633999893,-2.938502341193644,3.7354843299048284,-1.6174932094220482,-1.3137497498543478,2.2062156423126233,1.2310112525695946,-1.5474088171433158,2.6113856201988312,5.490330073562319,777.289,None
42,0.9542205830226465,0.2477051073542585,0.4757159376386012,1.8565277281826558,0.8791445492721855,1.2600043704779755,-1.5834039996883498,1.4015672880096193,-1.9244969843548727,0.17955798182023672,796.926,None
43,10.0,7.141634080170638,-0.17719579352123488,6.306003603193434,3.690557012582839,-2.8077721898859394,-8.854883562755616,-2.592690957203918,-10.0,-5.244431884937307,612.141,None
44,2.9151662277773496,4.195247600120007,2.971085113350909,4.381384924743649,-1.989457919142649,-1.9100277798096745,0.763496778883527,3.4053764780723643,0.08353357833993731,-5.229854869764723,785.14,None
45,-3.010229197028308,-3.7636491993187065,3.1139105640650766,-2.1605502806619126,4.794128210793656,3.071444322064392,3.890711863287735,0.5114380159668063,2.230161388355554,0.687455989135739,779.101,None
46,10.0,-8.011215149030374,8.21595111591062,0.047564303273284404,-4.3023352590600545,-3.196523727765815,-10.0,-3.690021968708062,10.0,6.596164805193949,588.896,None
47,7.557057155678314,-10.0,-2.2996961240717586,10.0,-8.78587105457164,0.8425206689896069,10.0,6.554196156883693,10.0,-10.0,510.933,None
48,-0.6016539238413007,2.885976917267327,5.609471479829175,4.087457005888728,-3.4459943997440146,-3.791482927392515,2.1821630280305495,4.813684395695074,-5.50713379455948,-1.9239658954927947,751.236,None
49,-10.0,-9.820374808537387,10.0,1.3391066041040556,1.0804102527426394,8.133583317059438,7.72994301802692,2.920110520284856,0.2398233688941234,0.14859361477638108,591.078,None
50,-0.173,-1.509,2.128,-0.878,2.57,-0.146,1.392,-1.549,-0.975,1.379,795.997,Exploration of Moderate Values
51,-0.394,-0.216,2.733,-0.391,1.13,3.159,1.756,-3.242,2.521,-0.424,794.963,Alternative Exploration with Slight Variation
52,3.075693803711655,-5.921708744329973,-1.2532996740288072,0.22417310373828603,-1.0573714480956373,-0.13856520532444844,1.2933600657509041,1.0507234635521385,0.7729361147396766,3.3377362691222965,770.478,None
53,-1.1821303012548845,2.9321007754979043,1.7908429982886875,-1.173528781526093,1.100235318205351,-1.060070192894447,0.03707241775626658,5.418581417012001,1.154560416983765,-1.8427430321662936,786.268,None
54,5.758074883847727,-7.328991485039885,4.434817771966443,2.309238058026807,6.882208277987918,-3.531461678947998,-3.415235165104901,1.697393456687746,-4.269712991052954,0.9017478206576189,739.477,None
55,0.7592131749800913,2.5888525834379124,-1.525174603071878,3.6120119253602216,0.21528212178706396,3.2124897404227073,2.8157058787871856,0.056225760877385296,-1.2089949840683731,-4.979785875086857,796.026,None
56,4.059153490813378,1.7094462936799473,-1.0025643959088486,2.429186422001346,0.3874531216347382,1.0527758799532576,-0.9610579802409271,0.07415286667775217,0.9968092168488382,-3.465264951404568,800.123,None
57,-0.5542796393004347,-0.40752861512222177,0.05759352900873679,1.4457910107042964,0.2205932318490383,2.5739382305329226,2.7995924607506897,1.314047076125632,2.2621236551067003,-1.6961755157819454,801.216,None
58,2.532159962114866,0.44336334435777636,0.7270836049913365,4.252140703759132,-1.3431867982098944,1.9560157515456635,0.3445279473707651,-2.187124478996475,-1.1808908626293118,-2.3388033620009963,790.312,None
59,0.922989952690299,4.188999749390005,-0.8550765987948451,0.8863098570693825,1.8405146272280575,-0.11523089591853516,0.42569859922235526,0.704033399968033,-1.6567792413204023,-3.3189251209089394,798.694,None
60,-4.8907467007783945,7.207842925590195,-10.0,10.0,6.1274754332448484,10.0,10.0,5.173654081550536,-10.0,-10.0,431.359,None
61,2.194,1.52,2.581,1.982,1.298,0.603,0.874,2.638,-1.923,-6.145,790.406,Moderate Positive Exploration
62,-9.115,10.0,10.0,-10.0,-2.616,0.371,-10.0,1.286,-5.061,10.0,480.309,Extreme Negative Exploration
63,0.9764533587116526,4.281278679084845,-1.8649309611946916,1.3369557773972285,-2.705112243098966,2.7240604572186746,-1.4545112200328754,0.8207765170617342,2.7883626783015174,-0.5606146274457254,785.989,None
64,2.4292100128440834,2.8022826795508036,-2.623628062671677,1.8036466621835716,-1.9581446905720716,-0.5882714637657143,0.2886825989084096,3.4323564886725704,-1.0263157645067855,-3.952821589260251,784.256,None
65,4.595893420494539,0.8584679704450756,5.93801899364007,1.9784361254283076,0.33086336105830977,-3.795885442817531,-3.920670010294594,6.079923948154495,-0.04637429372921763,-2.3280294295112225,761.742,None
66,0.6858133625228606,-0.8007913422557127,0.8589353099044998,-1.0528032736911255,1.7390004685977725,1.3005123686508337,-1.6170665915600297,0.5444727236708078,3.2879275832146835,1.5948097273677075,800.125,None
67,0.7741240141283419,2.650613666327606,-0.11287535152121005,3.0152279376509985,1.3763026297725993,0.026768469274153998,0.4225493288013348,1.0627062347949692,0.8069006963765736,-2.175331390553099,803.067,None
68,-2.2242275677448404,0.48828540872063647,5.3082226425663634,0.30450040763544284,0.41932390257148966,0.16703520696569785,4.350790843162817,1.8698204546091852,0.9642094768696318,-1.9414358566067327,783.598,None
69,0.5519776184027987,1.0992565478886225,-0.30938142046552036,0.27861688749309677,1.201163567314516,1.6069096560385925,0.6205096157230444,0.12076745634328173,0.9060623360189604,-0.7447868815116367,805.772,None
70,1.1659438902891475,-4.4193801477199335,6.308555308436374,-1.8892469313948892,0.13902357326051615,7.1217249083141345,0.834200764297458,-1.5596345278401316,5.20373355873208,1.8082480875126832,762.293,None
71,10.0,10.0,1.1097229838514338,10.0,-9.210915029997999,10.0,-10.0,-10.0,10.0,-10.0,328.771,None
72,1.6316870800463215,-3.627281248267108,2.104461707500914,0.2691495111518772,0.6941972989837244,0.9225296995542618,-2.3179248336871043,-2.068906479121858,0.25746605895277047,2.165347918939761,786.753,None
73,-1.9595978919578685,-1.664165280744648,2.1711571567428622,0.3534320912241953,-2.047457711719666,1.4650735684383467,-0.46364993008335426,5.791768279504974,5.292694091003191,1.172347841911379,762.052,None
74,-0.5746161127729467,-0.7064905857528548,0.8071036887664139,-0.022967253121081374,-2.8976248414487022,6.824084214769704,5.162406641609727,-2.73274353320531,-0.1501408190161597,2.0135387462861494,767.091,None
75,2.605390674581289,0.022820175005337954,-2.568617297973562,0.6116557371304812,5.374917990477352,-1.6713205947702385,-1.624450676897934,0.8406887354994094,0.35878907712078717,-0.19859549242564026,776.063,None
76,1.1106929850605374,3.7241080209876687,2.045278501503766,0.5116174739192034,-0.18695157058680448,-0.2192880888859013,-1.4412645012546046,0.053381947974923294,1.0084104721329337,-1.3538793037688885,802.095,None
77,-2.162899264351542,1.1745629417434567,-0.12531321606597892,-4.198154459593959,1.2484720340463347,2.3722178911910827,0.36983907233701097,-0.03546933846370928,1.703588280549866,2.667216801785776,795.946,None
78,-0.9701283159635837,0.38674167166139,0.6563623277122675,-0.5871219384055903,0.6959100949390694,0.7435003289019843,0.5575896210755144,0.8708285012273048,1.1466545832791495,1.2881492961628316,804.377,None
79,2.1373614366719225,1.0186040088539179,-0.06570021614407405,-1.5561305643935461,-0.6011562261725076,1.492876844262875,1.5180948474341291,-0.9420532537940892,3.55127652456977,0.1250602399306567,799.945,None
80,3.5153375024984577,2.519743687546682,2.4914437730285632,4.42276399086054,1.732968224143684,-2.006572575862081,-1.080977311262335,1.1047356867592542,-2.9396021350098516,-2.2665300849469054,783.511,None
81,3.8714088253301595,-1.6493919128637762,0.1861418414566432,3.2474110907147695,1.021585925435376,2.7219809847189764,3.818256759160915,0.7192992328101887,2.1560743363369195,-2.748166944394047,797.412,None
82,-0.5398282232887956,-1.9129911915241011,3.045146148498793,-1.581080371109845,2.3350241409117873,-2.3887288085821687,-0.6441657134161612,2.8261317577948653,-7.008204802375837,-0.2365020476245338,753.319,None
83,1.4571049343109743,-4.80467947964938,0.26970642391370103,3.725049015214508,2.717479111252177,1.30001533792915,2.859055381519396,3.983399643008437,-0.5416447395287802,-1.729794655779662,796.314,None
84,1.6873900731193687,-1.8178602150940002,-0.017586111892724313,1.8880708525843573,0.6270950414547554,1.0742602846488711,3.1286461524282227,1.1107422640083624,-0.9699684296059339,-1.3467141880696998,798.471,None
85,1.9541827179782543,-2.728621791461594,2.7327555044272773,2.600882647336386,2.644090872894904,-0.22073209818963574,2.510389359383515,4.13874314490891,4.048049941737392,-4.338331800415603,787.393,None
86,1.3937718826439651,0.6711143198760761,-0.10058159430830543,4.993434437662789,0.8925943813029243,2.686372362280823,0.7725478838639014,2.495566739898919,1.540514005604262,-4.72299357756408,793.619,None
87,-0.5799481428676998,3.0065131207269773,-0.42802691367155254,0.9120688900238838,0.3833279095933596,0.7963262190987027,-0.3675254967500259,-0.8168250383861425,1.1504369796496048,-2.726290817966755,802.712,None
88,1.5732434765036258,3.147524744982765,0.14949570139894366,1.637243086707183,-0.3189173556539044,1.6931443400664385,1.2076432491802744,0.3741410828030619,0.7770798511867488,-2.917182835893109,803.618,None
89,0.9194174629232813,2.7338165657104962,-0.11342970710682544,-0.8614332170926295,0.39333168030581017,1.1292529879954092,-1.9638689757579837,-2.34348585128383,-0.09202175063858312,0.7466048954596721,791.36,None
90,1.271506522849581,-3.126647060032788,-1.890354726193471,-10.0,-2.9460665643952186,9.534585938023444,2.6721983102520226,0.9569008299899646,6.937096159454955,10.0,635.883,None
91,-1.0032847402142797,0.5721095394247189,5.46779812145383,-4.763179617753062,2.096926952983309,0.393426395694539,-0.5613531069689911,0.05754352458005196,3.2546569998711106,0.7456545259428261,784.624,None
92,2.1661766792386525,-3.5891863053236412,-0.2892667127026669,1.8809380991589761,3.2831013653435157,2.8897346041467764,1.2518530158776742,0.945051337923768,2.632624029116847,-0.5927206296746179,796.789,None
93,1.0485526508442486,1.0442038102675728,0.46502413630760575,0.3088768958070489,0.43834897063405037,0.20492371989174843,0.10448634314830592,0.5730967000006766,2.276091233153887,-1.390882111591632,804.894,None
94,10.0,-10.0,-10.0,10.0,10.0,-10.0,5.236581740505501,10.0,-9.257217271437538,-0.6255225702328407,303.85,None
95,5.939765092827818,-3.2964657403068203,1.4159901129829904,2.6354113567051467,1.8197433348700742,0.7929210455471069,-0.3258950384132785,2.2248873538331932,-0.4731611536140765,-0.7276929635367781,780.165,None
96,1.6137383118350603,0.36431855727907503,-2.321861429380525,1.2678888326268332,1.6519954188037622,3.801866565015074,2.648881228796237,-1.5226537414585606,2.701345701790896,-2.689319270596666,791.387,None
97,-1.2558798887722735,-4.052984318430173,0.7303100878312032,3.7222420877196205,1.3860738155996974,1.2569090040270012,1.1621147703800243,0.7731627993159599,-1.876255040995621,2.5476205563126264,795.82,None
98,10.0,10.0,0.9211683279986576,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,263.564,None
99,0.6497265507445789,-1.080269574679109,1.2949150820329627,-2.7136691564386535,1.7942450264404397,2.9938073559553016,1.50113172719585,0.7105708327880952,1.9429338705491035,2.156799743344761,794.537,None
100,0.6729943385885542,-4.885012729593877,1.8968394978203682,5.728805853707475,1.7277213916362282,1.9590752551652801,3.890609356867306,1.508236595471035,4.49046256955707,-0.21209492765331242,778.861,None
101,-2.503671962714381,-1.1088843613175499,-1.4743723525564525,0.20206253214217554,2.278517672249955,2.382452847587728,0.1285798696365921,0.7475801819028394,0.4000959848549242,0.6673266911897361,791.984,None
102,0.3718163099151311,1.2423077252929147,0.0028879481715396137,0.7613005877326001,-0.31198093267175936,1.0434223417316029,0.5777418805333491,-0.2958257060731999,1.3596114892770892,-0.302504409471058,805.793,None
103,0.6399857661729543,-3.3161128693747304,2.8255480323763766,2.4945172038678134,1.2523643487315068,-1.9403554797778213,-1.0064598161750216,1.510103343711446,-2.3824643420753358,4.299164446136332,782.072,None
104,10.0,-10.0,10.0,2.5074455666729842,10.0,-10.0,-10.0,-10.0,10.0,-8.908734572111044,266.339,None
105,0.3159862712275695,3.62047927554975,0.6294453124969642,2.1030815879475804,0.09803411616054455,0.16584125340238515,-1.7240379406577409,1.1850478021183837,-0.3096660297660579,-3.455932988159217,798.784,None
