iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target,hypotheses
37,9.01717331145312,-3.337383101979981,30.516394117082996,817.2254593339866,40.69332336732697,1.4853325968571323,1.7299274456002331,1.28,None
38,29.59682192928654,11.606080218715817,26.56545084654825,1011.5926415070053,9.45669899961402,1.3527310307916225,6.910994479643055,7.74,None
39,28.97993822663068,21.968340695571868,22.0112721525431,601.1910018610148,-11.659548050651836,0.5162682576674325,5.042047647482887,2.39,None
40,30.57592142522268,7.536053069485746,48.63331832473779,695.1083171716981,14.950533722177084,1.3190275214166411,3.3724409092549092,0.0,None
41,45.88874976083875,11.736950089319919,34.052978499943684,704.8006035381561,16.644996311061334,0.4551877559740858,0.7476037651488098,0.18,None
42,24.54808002608096,3.832457566503166,49.17133062032163,607.3009471263781,-7.031472571586249,0.6621227325927843,3.0943757025326857,0.0,None
43,21.6370818384287,-5.142078563368955,32.26553359050864,717.3401623754603,-2.0693988646762023,1.6684480134397126,9.825424592730169,1.93,None
44,28.661996632649256,-11.99391716671198,10.156443219719746,680.5460793234273,-2.176907763646028,0.317270088842176,6.662340047447183,0.03,None
45,26.0,5.0,37.0,800.0,30.0,0.5,6.0,0.07,Refined Moderate Pitch and Yaw
46,22.0,0.0,30.0,400.0,0.0,1.0,5.0,15.43,Lower Spin with Moderate Velocity
47,35.0,0.0,25.0,600.0,0.0,1.5,0.8,63.54,Exploring Higher Pitch with Controlled Velocity
48,18.0,8.0,28.0,800.0,45.0,0.75,1.5,6.19,Aggressive Right Aim with Moderate Parameters
49,8.0,0.0,42.0,900.0,0.0,1.0,2.0,95.63,New Low Pitch Exploration
50,16.370460759896673,-1.9707420218631455,27.340716786809878,816.5142790128008,36.49961195540345,0.6974897037787318,2.243703533379805,4.04,None
51,15.659166823130057,-11.087753350459678,36.224303800136745,886.5782629858293,-2.553579599577347,0.08171338721270116,0.8101641275070351,10.79,None
52,9.434073457359744,-12.574765540996623,29.227741379551166,892.9094076394081,-5.796514201305257,1.0284695516157223,6.991060226959378,1.57,None
53,3.723031806540746,-0.27554003517983006,34.6498309855923,1007.4257710343069,8.371551033232521,1.7366639811331943,3.593825764784876,1.12,None
54,12.100894589325698,17.743396071826425,22.35220876156379,822.1058024542998,50.8136029124604,1.6437191451869972,9.771087317742797,0.38,None
55,45.84797493072722,10.213270969844643,29.77594808708446,590.6801651211332,24.36866273839368,1.1527297595175117,1.7579314948570215,1.15,None
56,27.65655306402902,1.5052742166760709,43.653012037191914,913.4255613349251,20.056050687970327,0.8465403677296814,8.83373521248226,0.0,None
57,44.71542676707959,9.665322154133378,17.201327301862463,606.8848576373374,-1.9474497697841855,1.1414421479267587,2.0793792477312003,1.38,None
58,26.0,5.0,38.0,800.0,30.0,0.5,6.0,0.03,Refined Moderate Pitch and Yaw
59,21.0,2.0,30.0,350.0,10.0,1.0,5.0,24.34,Lower Spin with Moderate Velocity
60,36.0,1.0,24.0,650.0,5.0,1.5,0.9,64.85,Exploring Higher Pitch with Controlled Velocity
61,19.0,9.0,29.0,750.0,40.0,0.8,1.6,13.39,Aggressive Right Aim with Moderate Parameters
62,20.0,3.0,36.0,700.0,15.0,1.0,2.0,2.14,New Moderate Velocity Exploration
63,5.73632988030036,-7.624096649098078,38.00966205470688,1001.8747970281211,-1.9983840972217308,1.1077989605322456,8.164366792733869,4.28,None
64,13.15616217319051,-9.546720462478532,42.54482363759687,989.7801932544022,-16.095764067291128,1.9099455157737462,3.963034173828862,0.14,None
65,31.429066828775632,-9.376908493586996,34.49609725915441,612.3421788644373,5.058885960916712,0.44378972751441115,1.6198612289396799,0.13,None
66,18.27642799667106,8.661620056128584,17.67552311740423,699.391800765737,5.948950416191536,1.812068980019508,5.601866582262334,0.39,None
67,28.952043920689107,9.89923534397957,34.90778180858169,583.4884562350311,6.220699711280815,1.3669130231899684,5.442577628810451,0.02,None
68,35.55906732899311,-23.425556195607868,33.40005989571082,804.1249920016788,44.49240309044271,0.9318894877607311,6.742384332925561,0.03,None
69,35.10785293080035,16.54219793943369,11.753821527410818,646.0745339219748,3.1136240469811014,1.5358282681626394,4.792162168281764,0.08,None
70,35.67444229701751,20.068077458106416,35.05696948668708,641.3126561754787,14.863496525608866,0.44884207124374553,6.471279669561863,0.0,None
71,10.162989463550119,12.131232668727904,42.83723144490746,889.681337125597,15.50360805781915,1.7106887373795248,1.8550795076496684,3.75,None
72,14.111651041996112,2.1915854211834187,15.349627134071753,356.3590963988372,-8.268959495536365,1.5731632834061866,3.434411527644635,0.1,None
73,27.0,5.0,39.0,800.0,30.0,0.5,6.0,0.01,Refined Moderate Pitch and Yaw
74,21.0,2.0,30.0,300.0,10.0,1.0,5.0,23.2,Lower Spin with Moderate Velocity
75,36.0,0.0,24.0,600.0,0.0,1.5,0.9,63.08,Exploring Higher Pitch with Controlled Velocity
76,19.0,8.0,29.0,700.0,40.0,0.8,1.6,14.82,Aggressive Right Aim with Moderate Parameters
77,20.0,3.0,37.0,650.0,15.0,1.0,2.0,1.11,New Moderate Velocity Exploration
78,9.0,0.0,40.0,800.0,0.0,1.0,2.0,94.69,Exploring Low Pitch with Controlled Velocity
79,29.150862339788233,7.43446335782761,40.9640401123461,823.5778316614548,39.23535645695381,0.7128065918930881,1.8050391674819215,0.01,None
80,7.579583094322878,14.094712526579059,44.12854969913603,985.5246986464358,-8.736314619680797,0.4939367947975424,3.076467061318732,3.06,None
81,-1.2341926561842165,23.226335669351727,46.10433969204576,798.128518176866,12.4860423427981,1.002901709427006,0.1458306452233303,0.1,None
82,14.355095578092268,14.702208979822444,39.391019452788996,799.6710653234754,-19.050698434781538,1.8651002059803414,6.520490973205058,0.04,None
83,20.305244567939376,-11.221093756511209,11.593422760253658,602.904336807109,8.929341046486542,1.9704327344646395,3.9489876215573774,0.05,None
84,55.21979075500457,-17.038762020957137,24.79653828431429,598.1275400780072,-3.297489568230418,1.371549973902791,1.9452538195086988,2.4,None
85,40.03388843560401,-16.259084251529288,31.278234288673872,661.3119276732546,-0.331811937700337,0.1894608537212985,6.950720175674918,0.05,None
86,30.563231508282527,-10.93482992133525,43.56068834405632,702.1348833575559,-0.4847983875134787,1.304080478770304,2.8737274594274043,0.0,None
87,10.284647494546178,-9.773374367337652,37.21220663054926,792.6739353993189,-21.05519589014176,0.0854532308195659,2.231134593481493,17.32,None
88,1.2617776913681595,-3.4156137447208437,46.40270454466521,915.5688960775777,0.15579745854768134,0.49047875522059625,6.868296793064537,0.22,None
89,5.398742027376734,-9.42173595342598,23.58190329563488,700.0200721759961,45.41611682664012,1.7577461445036686,4.854937927063721,0.16,None
90,28.0,5.0,40.0,800.0,30.0,0.5,6.0,0.0,Refined Moderate Pitch and Yaw
91,22.0,2.0,30.0,300.0,10.0,1.0,5.0,16.37,Lower Spin with Moderate Velocity
92,36.0,0.0,25.0,600.0,0.0,1.5,0.9,57.26,Exploring Higher Pitch with Controlled Velocity
93,20.0,8.0,30.0,700.0,40.0,0.8,1.6,24.48,Aggressive Right Aim with Moderate Parameters
94,20.0,3.0,38.0,650.0,15.0,1.0,2.0,0.57,New Moderate Velocity Exploration
95,8.0,0.0,42.0,750.0,0.0,1.2,2.5,78.6,Exploring Low Pitch with Controlled Velocity
96,22.333820374756726,-3.6090847256619156,30.657934583756624,908.9151575439325,-6.834185895309361,1.6179957959648972,0.04995984667412572,26.41,None
97,16.656622376603153,-0.9624567248655183,46.18359564681361,993.4510689804226,6.401325756362326,1.4970568567179958,3.001487898017716,0.01,None
98,36.22215229962082,-7.35857486996602,15.88650569365105,702.2587662601534,7.824084714349908,1.0556101167754868,8.281261904631835,0.55,None
99,20.74420299673183,-2.5729355449178684,34.411278613484264,598.3678746800858,16.62840577916441,1.5873891545130485,7.868666505756201,1.34,None
100,-5.016030462623323,0.1589932947815953,38.039220790096614,895.1156163117031,-20.900370280552295,0.36026447704222186,0.7527490274907394,0.01,None
101,19.62397121087549,-14.752711755340869,49.35673890094477,733.1570633363393,10.825469118919216,1.6393589392257377,1.09635627514828,0.0,None
102,27.809830359373244,3.3926849193360056,29.31244510920029,728.6419396472547,29.101363292967903,0.7442579465116881,3.5694885040582944,13.73,None
103,14.090228784936016,10.609023731621505,34.236563123271985,808.0983035708358,16.982729398120597,1.1739866385869169,4.70887875200333,13.43,None
104,29.472161725739603,2.9225970544748066,31.981104997403442,664.2378493625939,-1.592107425398268,0.8181989460625925,0.9905336403216092,1.13,None
105,-8.43669446307938,-1.557527105544466,45.08417839582678,738.2402813905798,5.134790208946299,1.8561165357934108,3.1569380279799986,0.04,None
