iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypotheses
75,6300.0,15.0,25.0,3.0,0.6,3.0,55.0,0.75,8.34,Moderate Irradiance with Optimal Moisture
76,7400.0,19.0,29.0,2.0,0.4,1.0,25.0,0.65,8.2,High Irradiance and Low Rainfall
77,7650.0,23.0,33.0,2.0,0.5,1.0,40.0,0.7,6.81,High Irradiance with Slightly Elevated Temperature
78,7578.716428518839,22.748098383402777,14.444728606685139,0.21389489068864337,2.634202692367949,12.010188650251852,22.35194065362185,0.33466938752324504,9.99,None
79,7594.130043009936,26.88653942009691,23.623888704249502,8.702627578859737,0.018836086919089556,4.217361634721854,11.635457944174787,0.21923950519027002,8.25,None
80,7397.888895528446,5.155175626930524,15.34640216985197,2.08056796670426,0.3831688056395622,0.31317489912879276,27.232761144254273,0.6678888259364575,7.7,None
81,7584.634394028311,7.7433633263285415,9.339742005318069,4.37655657523983,2.917341037899533,3.8313681336419347,16.80262237747252,0.4442620364433685,3.89,None
82,7548.330208627807,6.3596881128734495,33.53985524813855,0.8740150601296857,1.584239217361727,5.485690351078318,32.788346832004336,0.968432883946174,9.02,None
83,7542.71305537016,-5.833645334828034,15.684302651235306,1.0988653573858085,4.329669388836564,3.7980763804001283,29.397764539087024,0.607370821688874,0.41,None
84,7720.0,21.0,31.0,2.0,0.5,1.0,36.0,0.65,7.71,High Irradiance with Controlled Temperature
85,7680.0,13.0,23.0,1.0,0.5,1.0,31.0,0.6,10.04,High Irradiance with Low Humidity
86,6300.0,17.0,27.0,3.0,0.6,3.0,62.0,0.75,7.85,Moderate Irradiance with Optimal Moisture
87,7420.0,20.0,30.0,2.0,0.4,1.0,26.0,0.65,7.88,High Irradiance and Low Rainfall
88,7660.0,24.0,34.0,2.0,0.5,1.0,37.0,0.7,6.15,High Irradiance with Slightly Elevated Temperature
89,7311.685624348733,14.950524795119764,20.17642099569576,2.9368426578659026,0.0,0.0,16.038611110009917,0.0,9.85,None
90,7604.42322436553,14.801278338297905,33.73118115982156,1.5345059664774152,3.028256844734952,2.654486208270801,18.701708089169024,0.44083529210639794,8.01,None
91,7599.640878522242,21.59795290379016,20.271801259794216,8.493856462153182,1.019924060306297,0.8925328605717042,28.45168454450756,0.029254346184031443,9.69,None
92,7572.8547161956485,27.752131455867264,13.076961094561561,1.3682709809802884,1.6979672948361435,18.072630671067863,34.579920143409424,0.7174296624798875,9.81,None
93,7546.596445687963,18.279996710069916,20.991201408051445,1.119262128467868,2.5997263944421394,2.5308523528120452,27.201417567206942,0.4905920231006251,9.83,None
94,7723.031389267344,4.365134697030129,22.19793747147738,0.3638863733792983,0.909110255317791,3.641302141899674,30.96540577908471,0.6727131439171227,10.17,None
95,7569.526115254424,28.09697527729449,23.0831489625581,4.2498392282335145,2.0872937411260795,9.813786364257888,35.30543382708179,0.8666200968443334,8.16,None
96,6300.0,16.0,26.0,3.0,0.6,3.0,60.0,0.75,8.13,Moderate Irradiance with Optimal Moisture
97,7420.0,19.0,29.0,2.0,0.4,1.0,25.0,0.65,8.21,High Irradiance and Low Rainfall
98,7660.0,23.0,33.0,2.0,0.5,1.0,40.0,0.7,6.81,High Irradiance with Slightly Elevated Temperature
99,7547.610386909548,4.6152938472196965,25.469073945686354,6.1683032878447,2.9745795192161357,15.45082685810193,20.829564810766865,0.7376366596693726,10.06,None
100,7666.901828802103,14.82841020674659,20.534467732192425,3.1342533773235797,3.6330945262794763,0.30177765630492903,28.630353023141495,0.59173303159898,10.12,None
101,7551.464991578105,11.697737837390674,25.125980973497814,5.7218399682625805,0.0,7.103935810406502,29.657435733970022,0.0,9.76,None
102,7009.266268573476,6.715243131955353,14.586766990680658,0.06,5.0,0.0,22.47549658241602,1.0,7.41,None
103,7594.8807705318195,25.58868484931876,5.945060853328641,0.9334053672334774,1.6573606487321095,12.143411998600858,36.90302555852665,0.783342886431317,6.45,None
104,7715.109924748969,-0.935307619552475,27.43366950264444,2.2817063906994255,2.474088641344241,4.354532073733086,27.768062170677055,0.5320465819862512,0.41,None
105,7731.542186227901,-0.20374344157994884,11.216205292310772,1.0412017064264463,4.980607892609271,4.488503995408061,31.123190704231785,0.49620699707250593,0.41,None
