iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target,hypotheses
39,78.0,175.0,20.0,1.3,2.99,High Tilt with Slightly Eastward Azimuth
40,72.0,171.0,20.0,1.2,3.1,Moderate Tilt for Balanced Energy Capture
41,65.0,180.0,20.0,1.2,3.14,Exploring Moderate Tilt with High Capacity
42,76.0,175.0,20.0,1.4,2.93,High Capacity with Moderate Tilt
43,80.94523029040228,177.81549055521373,19.991516606032842,1.1766700387541094,3.08,None
44,79.54942807293168,176.5365628100641,17.60128685612809,1.228383929730196,2.91,None
45,75.16272980751104,184.8732546436182,20.0,1.0,3.34,None
46,72.5089027871915,182.8022196086506,17.893665541268092,1.2327952201196308,2.97,None
47,77.471646169315,183.19161158038247,19.126233930081423,1.3023035504828304,2.95,None
48,74.23125016663614,187.71064784076725,17.620565579253324,1.2201088821978618,2.94,None
49,61.67699472421292,177.22178304091247,20.0,1.0,3.37,None
50,58.94805970020379,179.25546633610557,18.466867632294594,1.4687496880878854,2.83,None
51,63.32498351092491,175.09970453437202,18.219767490835384,1.106975748840439,3.12,None
52,76.0,178.0,20.0,1.2,3.11,Optimized Tilt and Azimuth for Maximum Capture
53,79.0,176.0,20.0,1.3,2.99,High Tilt with Slightly Eastward Azimuth
54,73.0,172.0,20.0,1.2,3.1,Moderate Tilt for Balanced Energy Capture
55,66.0,180.0,20.0,1.2,3.14,Exploring Moderate Tilt with High Capacity
56,77.0,174.0,20.0,1.4,2.92,High Capacity with Moderate Tilt
57,64.30280867396229,166.2556433047844,18.528296825007185,1.4492799075467757,2.81,None
58,71.45594259069567,186.10455462303665,20.0,1.0,3.35,None
59,67.433327158427,186.92169371702468,18.013941658889024,1.0235584474329502,3.19,None
60,68.09404052904445,192.34118161388017,19.809394283511388,1.3044322130360537,2.98,None
61,63.1725586441317,188.50459682225534,13.604774739651255,1.2800518772882612,2.68,None
62,49.24436758141004,204.5131779839528,14.295404356342061,1.4687180164088107,2.4,None
63,54.858804541659836,212.30866900443067,19.130518735871526,1.2661763835028426,2.65,None
64,58.52187232194249,205.7301588973968,19.177357647032736,1.1332168737616213,2.91,None
65,59.16903704296909,198.83939616173717,19.45909871713237,1.4028400293503023,2.81,None
66,62.69811241575971,190.45017941718706,19.72061213168958,1.111835353043285,3.17,None
67,76.0,178.0,20.0,1.25,3.06,Optimized Tilt and Azimuth for Maximum Capture
68,79.0,177.0,20.0,1.35,2.95,High Tilt with Slightly Eastward Azimuth
69,73.0,171.0,20.0,1.3,3.01,Moderate Tilt for Balanced Energy Capture
70,66.0,181.0,20.0,1.3,3.05,Exploring Moderate Tilt with High Capacity
71,77.0,176.0,20.0,1.45,2.89,High Capacity with Moderate Tilt
72,57.55014808876841,191.22192259357115,19.32895688854105,1.3749055014291243,2.89,None
73,85.84981023846332,181.0060225281748,19.96668744333902,1.3231831563528793,2.89,None
74,55.489811132001954,173.26292127383917,19.885635429953904,1.4066589315141629,2.91,None
75,63.59578315572765,195.2122129837956,17.22940864026656,1.45144427700988,2.72,None
76,71.4025384296055,188.83706383471733,19.449766063456373,1.227319235539706,3.04,None
77,64.03606704894241,185.80380448541962,19.552290390874262,1.2716122968885852,3.04,None
78,51.507232390188975,198.78164583284146,19.991191102060508,1.1146684377508524,3.03,None
79,49.325742399764124,193.045858819186,20.0,1.0,3.21,None
80,51.27381276973306,194.7531485060317,16.173917407164218,1.2321191994279983,2.75,None
81,48.45743404351737,188.84146374275088,19.398809014941573,1.2922052366718002,2.89,None
82,41.53288039460503,193.81932058915382,19.109545717761776,1.119330476090664,2.89,None
83,79.0,165.0,20.0,1.3,2.91,High Tilt with Slightly Eastward Azimuth
84,73.0,171.0,20.0,1.2,3.1,Moderate Tilt for Balanced Energy Capture
85,66.0,182.0,20.0,1.2,3.14,Exploring Moderate Tilt with High Capacity
86,77.0,175.0,20.0,1.4,2.92,High Capacity with Moderate Tilt
87,73.09980585172936,164.4027946733235,19.665180118040006,1.2716866026876215,2.95,None
88,76.96307524664711,170.03838144191047,17.417857367891393,1.0,3.12,None
89,69.35347919426282,167.45081570913464,15.426252703976687,1.1839355264088138,2.83,None
90,44.494258599460615,198.53512872683612,18.08284964194363,1.068869303601892,2.89,None
91,46.7226902505077,194.94765160162905,20.0,1.0,3.16,None
92,68.51412087382744,184.6858660828105,20.0,1.0,3.37,None
93,47.87432810661995,172.95272499243575,20.0,1.0,3.24,None
94,48.92547669461584,169.25547163995557,19.581588185862856,1.2483764568601294,2.94,None
95,44.232110743503625,171.8441128349791,18.149275535232782,1.4802455039610396,2.65,None
96,51.90354075842713,172.34129815049715,14.733628044495815,1.283427616975188,2.69,None
97,79.0,175.0,20.0,1.35,2.94,High Tilt with Slightly Eastward Azimuth
98,72.0,172.0,20.0,1.3,3.02,Moderate Tilt for Balanced Energy Capture
99,83.8029500079805,171.65420574227127,18.99637148336567,1.299586328760301,2.86,None
100,77.93783440554671,165.17680739008796,13.218890117672231,1.1458878074075738,2.66,None
101,48.40381483520947,176.41025817608218,19.433912583705055,1.2069100493425258,2.99,None
102,63.60345979862579,177.39037156462632,19.427206446733187,1.2658888654125469,3.05,None
103,66.26108305641569,183.71838422736437,14.948497443870552,1.1422857073739205,2.88,None
104,61.63430194073037,175.04135687987718,10.673688699632645,1.3425971633671572,2.51,None
105,46.411553388672665,192.29425376404114,16.653039662569128,1.265298861522038,2.72,None
