iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
64,6,7,6,7,7,7,6,7,7,7,6,7,6,7,6,7.269
65,6,7,6,7,7,6,6,6,7,7,6,6,6,7,7,7.412
66,5,6,5,5,5,5,6,5,5,6,5,6,5,5,5,8.895
67,4,3,5,5,4,5,4,5,3,5,5,4,5,5,4,10.147
68,6,7,7,6,7,6,7,5,6,7,6,6,6,5,6,7.694
69,7,7,6,7,6,7,6,7,7,7,6,7,6,7,7,7.2
70,5,5,6,5,5,6,5,5,6,5,5,5,5,5,5,8.993
71,6,5,7,6,7,6,7,6,7,6,6,7,7,6,6,7.549
72,4,4,5,4,5,5,4,5,4,5,5,4,5,5,5,9.874
73,7,6,7,6,6,6,7,6,7,6,7,7,6,6,6,7.485
74,5,5,6,5,5,6,5,5,6,5,5,5,6,5,5,8.895
75,6,5,5,6,7,7,6,5,7,7,7,6,6,6,7,7.681
76,4,4,5,3,5,4,4,5,4,5,4,5,5,4,5,10.171
77,7,6,6,7,7,7,6,6,6,6,7,7,6,7,7,7.339
78,5,5,6,5,4,5,5,5,6,5,5,5,5,5,5,9.178
79,6,5,7,7,7,6,6,6,6,7,6,5,6,5,7,7.762
80,4,4,5,4,4,5,5,4,4,5,5,4,5,5,5,9.979
81,7,7,6,7,6,7,6,7,6,6,7,7,6,6,7,7.339
82,5,5,6,5,5,6,5,5,5,6,5,5,6,5,6,8.8
83,6,6,5,7,6,5,6,5,7,6,7,5,6,6,7,7.916
84,4,4,5,4,4,5,4,4,5,4,5,4,5,5,5,10.086
85,6,7,6,7,7,6,7,6,6,7,7,6,7,7,6,7.339
86,7,6,7,6,5,7,6,7,6,7,6,7,6,7,6,7.474
87,5,6,6,5,5,6,5,5,5,6,5,5,6,5,4,8.878
88,4,3,5,4,5,4,5,5,3,5,5,4,5,5,4,10.147
89,6,5,6,7,6,5,7,5,7,6,7,5,6,6,7,7.832
90,7,6,6,7,6,7,6,7,7,7,6,7,6,7,7,7.269
91,5,6,5,4,5,6,5,6,5,5,6,5,5,6,5,8.878
92,6,5,6,7,6,7,5,6,7,6,5,6,5,7,6,7.916
93,4,4,5,4,4,5,4,5,4,5,5,4,5,5,5,9.979
94,7,6,6,7,6,7,5,6,6,6,6,7,6,7,5,7.694
95,5,6,5,5,5,5,6,6,5,5,6,4,5,5,5,8.975
96,4,4,5,3,5,4,4,5,4,5,5,4,5,5,6,9.932
97,6,5,7,6,7,6,7,5,7,6,5,7,5,6,7,7.749
98,6,7,6,6,7,6,7,6,6,7,6,7,7,6,6,7.485
99,5,6,5,5,5,5,6,5,5,5,6,5,6,5,5,8.895
100,6,5,7,6,7,6,7,6,7,6,7,5,6,6,7,7.615
101,4,4,5,4,5,4,4,5,4,5,5,4,5,4,5,10.086
102,6,7,6,6,7,7,6,6,6,7,6,7,6,6,7,7.485
103,5,6,5,5,5,6,5,5,5,6,5,5,6,5,5,8.895
104,7,7,6,7,6,7,6,7,6,7,6,7,6,7,7,7.269
105,5,5,6,5,6,5,5,5,6,5,6,5,6,5,5,8.8
